Label: Vasto lateral direito: EMG 1->Scale->Math->Filter Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math->Filter [Volts]
2,878927e+001	4,274877e-006
2,878979e+001	4,268374e-006
2,879031e+001	4,261509e-006
2,879083e+001	4,254486e-006
2,879135e+001	4,246959e-006
2,879187e+001	4,239235e-006
2,879238e+001	4,232025e-006
2,879290e+001	4,225447e-006
2,879342e+001	4,218957e-006
2,879394e+001	4,211899e-006
2,879446e+001	4,203986e-006
2,879498e+001	4,195326e-006
2,879550e+001	4,186341e-006
2,879602e+001	4,177733e-006
2,879654e+001	4,170217e-006
2,879706e+001	4,164324e-006
2,879758e+001	4,160318e-006
2,879810e+001	4,157925e-006
2,879862e+001	4,156588e-006
2,879913e+001	4,155767e-006
2,879965e+001	4,154631e-006
2,880017e+001	4,152597e-006
2,880069e+001	4,149850e-006
2,880121e+001	4,146762e-006
2,880173e+001	4,143297e-006
2,880225e+001	4,138954e-006
2,880277e+001	4,133501e-006
2,880329e+001	4,127372e-006
2,880381e+001	4,120923e-006
2,880433e+001	4,114022e-006
2,880485e+001	4,106316e-006
2,880537e+001	4,097988e-006
2,880588e+001	4,090101e-006
2,880640e+001	4,083303e-006
2,880692e+001	4,077020e-006
2,880744e+001	4,070282e-006
2,880796e+001	4,062862e-006
2,880848e+001	4,055486e-006
2,880900e+001	4,049022e-006
2,880952e+001	4,043847e-006
2,881004e+001	4,039831e-006
2,881056e+001	4,036673e-006
2,881108e+001	4,034174e-006
2,881160e+001	4,032124e-006
2,881212e+001	4,030304e-006
2,881263e+001	4,028581e-006
2,881315e+001	4,026471e-006
2,881367e+001	4,023586e-006
2,881419e+001	4,020188e-006
2,881471e+001	4,016372e-006
2,881523e+001	4,012072e-006
2,881575e+001	4,007431e-006
2,881627e+001	4,002506e-006
2,881679e+001	3,997629e-006
2,881731e+001	3,993216e-006
2,881783e+001	3,988856e-006
2,881835e+001	3,984037e-006
2,881887e+001	3,978933e-006
2,881938e+001	3,973650e-006
2,881990e+001	3,967938e-006
2,882042e+001	3,961939e-006
2,882094e+001	3,956289e-006
2,882146e+001	3,951108e-006
2,882198e+001	3,946033e-006
2,882250e+001	3,940839e-006
2,882302e+001	3,935322e-006
2,882354e+001	3,929333e-006
2,882406e+001	3,922823e-006
2,882458e+001	3,915602e-006
2,882510e+001	3,907466e-006
2,882562e+001	3,898845e-006
2,882613e+001	3,891196e-006
2,882665e+001	3,886177e-006
2,882717e+001	3,884135e-006
2,882769e+001	3,884381e-006
2,882821e+001	3,886676e-006
2,882873e+001	3,891299e-006
2,882925e+001	3,898186e-006
2,882977e+001	3,906919e-006
2,883029e+001	3,917205e-006
2,883081e+001	3,928661e-006
2,883133e+001	3,940737e-006
2,883185e+001	3,952885e-006
2,883237e+001	3,964377e-006
2,883288e+001	3,974553e-006
2,883340e+001	3,983157e-006
2,883392e+001	3,990325e-006
2,883444e+001	3,996399e-006
2,883496e+001	4,001581e-006
2,883548e+001	4,005701e-006
2,883600e+001	4,008532e-006
2,883652e+001	4,010652e-006
2,883704e+001	4,013280e-006
2,883756e+001	4,016883e-006
2,883808e+001	4,020823e-006
2,883860e+001	4,024257e-006
2,883912e+001	4,026605e-006
2,883963e+001	4,027576e-006
2,884015e+001	4,027222e-006
2,884067e+001	4,026077e-006
2,884119e+001	4,024995e-006
2,884171e+001	4,024375e-006
2,884223e+001	4,023853e-006
2,884275e+001	4,023267e-006
2,884327e+001	4,023450e-006
2,884379e+001	4,025183e-006
2,884431e+001	4,028230e-006
2,884483e+001	4,032379e-006
2,884535e+001	4,037822e-006
2,884587e+001	4,044425e-006
2,884638e+001	4,051658e-006
2,884690e+001	4,058684e-006
2,884742e+001	4,065041e-006
2,884794e+001	4,071130e-006
2,884846e+001	4,077228e-006
2,884898e+001	4,082852e-006
2,884950e+001	4,087388e-006
2,885002e+001	4,090848e-006
2,885054e+001	4,093789e-006
2,885106e+001	4,096304e-006
2,885158e+001	4,097906e-006
2,885210e+001	4,098541e-006
2,885262e+001	4,098411e-006
2,885313e+001	4,097328e-006
2,885365e+001	4,095062e-006
2,885417e+001	4,091551e-006
2,885469e+001	4,086749e-006
2,885521e+001	4,080775e-006
2,885573e+001	4,073757e-006
2,885625e+001	4,065728e-006
2,885677e+001	4,056927e-006
2,885729e+001	4,047617e-006
2,885781e+001	4,037721e-006
2,885833e+001	4,027209e-006
2,885885e+001	4,016376e-006
2,885937e+001	4,005137e-006
2,885988e+001	3,993204e-006
2,886040e+001	3,981225e-006
2,886092e+001	3,970247e-006
2,886144e+001	3,960615e-006
2,886196e+001	3,952119e-006
2,886248e+001	3,944252e-006
2,886300e+001	3,936678e-006
2,886352e+001	3,929746e-006
2,886404e+001	3,923648e-006
2,886456e+001	3,917692e-006
2,886508e+001	3,911330e-006
2,886560e+001	3,904897e-006
2,886612e+001	3,899086e-006
2,886663e+001	3,894251e-006
2,886715e+001	3,889902e-006
2,886767e+001	3,885179e-006
2,886819e+001	3,879629e-006
2,886871e+001	3,873068e-006
2,886923e+001	3,865575e-006
2,886975e+001	3,857531e-006
2,887027e+001	3,849081e-006
2,887079e+001	3,840257e-006
2,887131e+001	3,831311e-006
2,887183e+001	3,822523e-006
2,887235e+001	3,814404e-006
2,887287e+001	3,807949e-006
2,887338e+001	3,804026e-006
2,887390e+001	3,802890e-006
2,887442e+001	3,804255e-006
2,887494e+001	3,807333e-006
2,887546e+001	3,811226e-006
2,887598e+001	3,815687e-006
2,887650e+001	3,821275e-006
2,887702e+001	3,828726e-006
2,887754e+001	3,838195e-006
2,887806e+001	3,848917e-006
2,887858e+001	3,859622e-006
2,887910e+001	3,869682e-006
2,887962e+001	3,879397e-006
2,888013e+001	3,888855e-006
2,888065e+001	3,897578e-006
2,888117e+001	3,905311e-006
2,888169e+001	3,912286e-006
2,888221e+001	3,918793e-006
2,888273e+001	3,924586e-006
2,888325e+001	3,929187e-006
2,888377e+001	3,932705e-006
2,888429e+001	3,935458e-006
2,888481e+001	3,937417e-006
2,888533e+001	3,938716e-006
2,888585e+001	3,939484e-006
2,888637e+001	3,939399e-006
2,888688e+001	3,938308e-006
2,888740e+001	3,936319e-006
2,888792e+001	3,933905e-006
2,888844e+001	3,931801e-006
2,888896e+001	3,930014e-006
2,888948e+001	3,928072e-006
2,889000e+001	3,925644e-006
2,889052e+001	3,922358e-006
2,889104e+001	3,917953e-006
2,889156e+001	3,912395e-006
2,889208e+001	3,905639e-006
2,889260e+001	3,897767e-006
2,889312e+001	3,888926e-006
2,889363e+001	3,879224e-006
2,889415e+001	3,868994e-006
2,889467e+001	3,858286e-006
2,889519e+001	3,847309e-006
2,889571e+001	3,837405e-006
2,889623e+001	3,829491e-006
2,889675e+001	3,822557e-006
2,889727e+001	3,815073e-006
2,889779e+001	3,806751e-006
2,889831e+001	3,798003e-006
2,889883e+001	3,788811e-006
2,889935e+001	3,778999e-006
2,889987e+001	3,768715e-006
2,890038e+001	3,758185e-006
2,890090e+001	3,747595e-006
2,890142e+001	3,737127e-006
2,890194e+001	3,726590e-006
2,890246e+001	3,715701e-006
2,890298e+001	3,704778e-006
2,890350e+001	3,693858e-006
2,890402e+001	3,682386e-006
2,890454e+001	3,670171e-006
2,890506e+001	3,657607e-006
2,890558e+001	3,645382e-006
2,890610e+001	3,633474e-006
2,890662e+001	3,621495e-006
2,890713e+001	3,609516e-006
2,890765e+001	3,597412e-006
2,890817e+001	3,585273e-006
2,890869e+001	3,573840e-006
2,890921e+001	3,563803e-006
2,890973e+001	3,555288e-006
2,891025e+001	3,547792e-006
2,891077e+001	3,540809e-006
2,891129e+001	3,534458e-006
2,891181e+001	3,529138e-006
2,891233e+001	3,524792e-006
2,891285e+001	3,520738e-006
2,891337e+001	3,516361e-006
2,891388e+001	3,511912e-006
2,891440e+001	3,508259e-006
2,891492e+001	3,505959e-006
2,891544e+001	3,505152e-006
2,891596e+001	3,506101e-006
2,891648e+001	3,508951e-006
2,891700e+001	3,513408e-006
2,891752e+001	3,519731e-006
2,891804e+001	3,528764e-006
2,891856e+001	3,540269e-006
2,891908e+001	3,552941e-006
2,891960e+001	3,566102e-006
2,892012e+001	3,580343e-006
2,892063e+001	3,596110e-006
2,892115e+001	3,612330e-006
2,892167e+001	3,627831e-006
2,892219e+001	3,642546e-006
2,892271e+001	3,656445e-006
2,892323e+001	3,669815e-006
2,892375e+001	3,684012e-006
2,892427e+001	3,700530e-006
2,892479e+001	3,720451e-006
2,892531e+001	3,744894e-006
2,892583e+001	3,775198e-006
2,892635e+001	3,812058e-006
2,892687e+001	3,854879e-006
2,892738e+001	3,902603e-006
2,892790e+001	3,954900e-006
2,892842e+001	4,012428e-006
2,892894e+001	4,075757e-006
2,892946e+001	4,144355e-006
2,892998e+001	4,216689e-006
2,893050e+001	4,291092e-006
2,893102e+001	4,367273e-006
2,893154e+001	4,446465e-006
2,893206e+001	4,529055e-006
2,893258e+001	4,613909e-006
2,893310e+001	4,700469e-006
2,893362e+001	4,788639e-006
2,893413e+001	4,877076e-006
2,893465e+001	4,963691e-006
2,893517e+001	5,047090e-006
2,893569e+001	5,126769e-006
2,893621e+001	5,203055e-006
2,893673e+001	5,276927e-006
2,893725e+001	5,348677e-006
2,893777e+001	5,418529e-006
2,893829e+001	5,488046e-006
2,893881e+001	5,558460e-006
2,893933e+001	5,628967e-006
2,893985e+001	5,697632e-006
2,894037e+001	5,763038e-006
2,894088e+001	5,824720e-006
2,894140e+001	5,882710e-006
2,894192e+001	5,937389e-006
2,894244e+001	5,989501e-006
2,894296e+001	6,039752e-006
2,894348e+001	6,088768e-006
2,894400e+001	6,136867e-006
2,894452e+001	6,183832e-006
2,894504e+001	6,229885e-006
2,894556e+001	6,275625e-006
2,894608e+001	6,320292e-006
2,894660e+001	6,362856e-006
2,894712e+001	6,404320e-006
2,894763e+001	6,445899e-006
2,894815e+001	6,486903e-006
2,894867e+001	6,526129e-006
2,894919e+001	6,563884e-006
2,894971e+001	6,601171e-006
2,895023e+001	6,637507e-006
2,895075e+001	6,672089e-006
2,895127e+001	6,705608e-006
2,895179e+001	6,738241e-006
2,895231e+001	6,769326e-006
2,895283e+001	6,799278e-006
2,895335e+001	6,828758e-006
2,895387e+001	6,857607e-006
2,895438e+001	6,885191e-006
2,895490e+001	6,911102e-006
2,895542e+001	6,935808e-006
2,895594e+001	6,960197e-006
2,895646e+001	6,983981e-006
2,895698e+001	7,006767e-006
2,895750e+001	7,030639e-006
2,895802e+001	7,058121e-006
2,895854e+001	7,089586e-006
2,895906e+001	7,124159e-006
2,895958e+001	7,161327e-006
2,896010e+001	7,201804e-006
2,896062e+001	7,246656e-006
2,896113e+001	7,295104e-006
2,896165e+001	7,344182e-006
2,896217e+001	7,392636e-006
2,896269e+001	7,443188e-006
2,896321e+001	7,498612e-006
2,896373e+001	7,559299e-006
2,896425e+001	7,623962e-006
2,896477e+001	7,689343e-006
2,896529e+001	7,752965e-006
2,896581e+001	7,815891e-006
2,896633e+001	7,879143e-006
2,896685e+001	7,941183e-006
2,896737e+001	8,000625e-006
2,896788e+001	8,059809e-006
2,896840e+001	8,124855e-006
2,896892e+001	8,201200e-006
2,896944e+001	8,290395e-006
2,896996e+001	8,391097e-006
2,897048e+001	8,500789e-006
2,897100e+001	8,616767e-006
2,897152e+001	8,737150e-006
2,897204e+001	8,861179e-006
2,897256e+001	8,988675e-006
2,897308e+001	9,119721e-006
2,897360e+001	9,254586e-006
2,897412e+001	9,392970e-006
2,897463e+001	9,532707e-006
2,897515e+001	9,670248e-006
2,897567e+001	9,802974e-006
2,897619e+001	9,930197e-006
2,897671e+001	1,005220e-005
2,897723e+001	1,016876e-005
2,897775e+001	1,027938e-005
2,897827e+001	1,038400e-005
2,897879e+001	1,048284e-005
2,897931e+001	1,057666e-005
2,897983e+001	1,066801e-005
2,898035e+001	1,076073e-005
2,898087e+001	1,085633e-005
2,898138e+001	1,095272e-005
2,898190e+001	1,104711e-005
2,898242e+001	1,113811e-005
2,898294e+001	1,122541e-005
2,898346e+001	1,130899e-005
2,898398e+001	1,138942e-005
2,898450e+001	1,146772e-005
2,898502e+001	1,154354e-005
2,898554e+001	1,161564e-005
2,898606e+001	1,168390e-005
2,898658e+001	1,174825e-005
2,898710e+001	1,180812e-005
2,898762e+001	1,186384e-005
2,898813e+001	1,191725e-005
2,898865e+001	1,197149e-005
2,898917e+001	1,202717e-005
2,898969e+001	1,208217e-005
2,899021e+001	1,213621e-005
2,899073e+001	1,218970e-005
2,899125e+001	1,224210e-005
2,899177e+001	1,229551e-005
2,899229e+001	1,235588e-005
2,899281e+001	1,242914e-005
2,899333e+001	1,251573e-005
2,899385e+001	1,260973e-005
2,899437e+001	1,270522e-005
2,899488e+001	1,280287e-005
2,899540e+001	1,290911e-005
2,899592e+001	1,302971e-005
2,899644e+001	1,316619e-005
2,899696e+001	1,331919e-005
2,899748e+001	1,349195e-005
2,899800e+001	1,368647e-005
2,899852e+001	1,389810e-005
2,899904e+001	1,411801e-005
2,899956e+001	1,433946e-005
2,900008e+001	1,455877e-005
2,900060e+001	1,477328e-005
2,900112e+001	1,498476e-005
2,900163e+001	1,520071e-005
2,900215e+001	1,542620e-005
2,900267e+001	1,565991e-005
2,900319e+001	1,589854e-005
2,900371e+001	1,614119e-005
2,900423e+001	1,639013e-005
2,900475e+001	1,664814e-005
2,900527e+001	1,691536e-005
2,900579e+001	1,718907e-005
2,900631e+001	1,746608e-005
2,900683e+001	1,774410e-005
2,900735e+001	1,802119e-005
2,900787e+001	1,829443e-005
2,900838e+001	1,855966e-005
2,900890e+001	1,881375e-005
2,900942e+001	1,905703e-005
2,900994e+001	1,929160e-005
2,901046e+001	1,951828e-005
2,901098e+001	1,973650e-005
2,901150e+001	1,994574e-005
2,901202e+001	2,014631e-005
2,901254e+001	2,033922e-005
2,901306e+001	2,052532e-005
2,901358e+001	2,070436e-005
2,901410e+001	2,087523e-005
2,901462e+001	2,103768e-005
2,901513e+001	2,119237e-005
2,901565e+001	2,133928e-005
2,901617e+001	2,147772e-005
2,901669e+001	2,160765e-005
2,901721e+001	2,172993e-005
2,901773e+001	2,184573e-005
2,901825e+001	2,195579e-005
2,901877e+001	2,206021e-005
2,901929e+001	2,215902e-005
2,901981e+001	2,225213e-005
2,902033e+001	2,233902e-005
2,902085e+001	2,241859e-005
2,902137e+001	2,248944e-005
2,902188e+001	2,255137e-005
2,902240e+001	2,260566e-005
2,902292e+001	2,265343e-005
2,902344e+001	2,269495e-005
2,902396e+001	2,272998e-005
2,902448e+001	2,275852e-005
2,902500e+001	2,278163e-005
2,902552e+001	2,280076e-005
2,902604e+001	2,281597e-005
2,902656e+001	2,282538e-005
2,902708e+001	2,282697e-005
2,902760e+001	2,282045e-005
2,902812e+001	2,280730e-005
2,902863e+001	2,278970e-005
2,902915e+001	2,276947e-005
2,902967e+001	2,274762e-005
2,903019e+001	2,272490e-005
2,903071e+001	2,270345e-005
2,903123e+001	2,268641e-005
2,903175e+001	2,267535e-005
2,903227e+001	2,266939e-005
2,903279e+001	2,266639e-005
2,903331e+001	2,266409e-005
2,903383e+001	2,266001e-005
2,903435e+001	2,265192e-005
2,903487e+001	2,263964e-005
2,903538e+001	2,262474e-005
2,903590e+001	2,260697e-005
2,903642e+001	2,258507e-005
2,903694e+001	2,256151e-005
2,903746e+001	2,254086e-005
2,903798e+001	2,252601e-005
2,903850e+001	2,251735e-005
2,903902e+001	2,251250e-005
2,903954e+001	2,250672e-005
2,904006e+001	2,249550e-005
2,904058e+001	2,247715e-005
2,904110e+001	2,245200e-005
2,904162e+001	2,242087e-005
2,904213e+001	2,238552e-005
2,904265e+001	2,234705e-005
2,904317e+001	2,230459e-005
2,904369e+001	2,225795e-005
2,904421e+001	2,220860e-005
2,904473e+001	2,215769e-005
2,904525e+001	2,210505e-005
2,904577e+001	2,204930e-005
2,904629e+001	2,198865e-005
2,904681e+001	2,192199e-005
2,904733e+001	2,184947e-005
2,904785e+001	2,177293e-005
2,904837e+001	2,169566e-005
2,904888e+001	2,162030e-005
2,904940e+001	2,154684e-005
2,904992e+001	2,147356e-005
2,905044e+001	2,139940e-005
2,905096e+001	2,132438e-005
2,905148e+001	2,124842e-005
2,905200e+001	2,117118e-005
2,905252e+001	2,109311e-005
2,905304e+001	2,101641e-005
2,905356e+001	2,094379e-005
2,905408e+001	2,087637e-005
2,905460e+001	2,081440e-005
2,905512e+001	2,075905e-005
2,905563e+001	2,071070e-005
2,905615e+001	2,066543e-005
2,905667e+001	2,061798e-005
2,905719e+001	2,056625e-005
2,905771e+001	2,050976e-005
2,905823e+001	2,044822e-005
2,905875e+001	2,038202e-005
2,905927e+001	2,031193e-005
2,905979e+001	2,023867e-005
2,906031e+001	2,016392e-005
2,906083e+001	2,009172e-005
2,906135e+001	2,002603e-005
2,906187e+001	1,996760e-005
2,906238e+001	1,991408e-005
2,906290e+001	1,986265e-005
2,906342e+001	1,981201e-005
2,906394e+001	1,976277e-005
2,906446e+001	1,971874e-005
2,906498e+001	1,968567e-005
2,906550e+001	1,966577e-005
2,906602e+001	1,965627e-005
2,906654e+001	1,965309e-005
2,906706e+001	1,965247e-005
2,906758e+001	1,965020e-005
2,906810e+001	1,964273e-005
2,906862e+001	1,962877e-005
2,906913e+001	1,960832e-005
2,906965e+001	1,958154e-005
2,907017e+001	1,954883e-005
2,907069e+001	1,951192e-005
2,907121e+001	1,947449e-005
2,907173e+001	1,944098e-005
2,907225e+001	1,941482e-005
2,907277e+001	1,939723e-005
2,907329e+001	1,938665e-005
2,907381e+001	1,937815e-005
2,907433e+001	1,936747e-005
2,907485e+001	1,935587e-005
2,907537e+001	1,934574e-005
2,907588e+001	1,933480e-005
2,907640e+001	1,931980e-005
2,907692e+001	1,930039e-005
2,907744e+001	1,927662e-005
2,907796e+001	1,924871e-005
2,907848e+001	1,921820e-005
2,907900e+001	1,918600e-005
2,907952e+001	1,915098e-005
2,908004e+001	1,911221e-005
2,908056e+001	1,907257e-005
2,908108e+001	1,903786e-005
2,908160e+001	1,901374e-005
2,908212e+001	1,900218e-005
2,908263e+001	1,899929e-005
2,908315e+001	1,899764e-005
2,908367e+001	1,899239e-005
2,908419e+001	1,898414e-005
2,908471e+001	1,897303e-005
2,908523e+001	1,895862e-005
2,908575e+001	1,894517e-005
2,908627e+001	1,893784e-005
2,908679e+001	1,893801e-005
2,908731e+001	1,894435e-005
2,908783e+001	1,895381e-005
2,908835e+001	1,896227e-005
2,908887e+001	1,896698e-005
2,908938e+001	1,896782e-005
2,908990e+001	1,896663e-005
2,909042e+001	1,896393e-005
2,909094e+001	1,895786e-005
2,909146e+001	1,894840e-005
2,909198e+001	1,893838e-005
2,909250e+001	1,892966e-005
2,909302e+001	1,892248e-005
2,909354e+001	1,891944e-005
2,909406e+001	1,892735e-005
2,909458e+001	1,895501e-005
2,909510e+001	1,900929e-005
2,909562e+001	1,909073e-005
2,909613e+001	1,919118e-005
2,909665e+001	1,929724e-005
2,909717e+001	1,940019e-005
2,909769e+001	1,950126e-005
2,909821e+001	1,960343e-005
2,909873e+001	1,970761e-005
2,909925e+001	1,981789e-005
2,909977e+001	1,994044e-005
2,910029e+001	2,007774e-005
2,910081e+001	2,022881e-005
2,910133e+001	2,039287e-005
2,910185e+001	2,056988e-005
2,910237e+001	2,075892e-005
2,910288e+001	2,095750e-005
2,910340e+001	2,116101e-005
2,910392e+001	2,136257e-005
2,910444e+001	2,155535e-005
2,910496e+001	2,173580e-005
2,910548e+001	2,190325e-005
2,910600e+001	2,205820e-005
2,910652e+001	2,220291e-005
2,910704e+001	2,234230e-005
2,910756e+001	2,248230e-005
2,910808e+001	2,262757e-005
2,910860e+001	2,277997e-005
2,910912e+001	2,293649e-005
2,910963e+001	2,309132e-005
2,911015e+001	2,324091e-005
2,911067e+001	2,338536e-005
2,911119e+001	2,352631e-005
2,911171e+001	2,366505e-005
2,911223e+001	2,380159e-005
2,911275e+001	2,393429e-005
2,911327e+001	2,406063e-005
2,911379e+001	2,418177e-005
2,911431e+001	2,430377e-005
2,911483e+001	2,443192e-005
2,911535e+001	2,456814e-005
2,911587e+001	2,471191e-005
2,911638e+001	2,486015e-005
2,911690e+001	2,500797e-005
2,911742e+001	2,515123e-005
2,911794e+001	2,528705e-005
2,911846e+001	2,541333e-005
2,911898e+001	2,552940e-005
2,911950e+001	2,563588e-005
2,912002e+001	2,573319e-005
2,912054e+001	2,582125e-005
2,912106e+001	2,590056e-005
2,912158e+001	2,597230e-005
2,912210e+001	2,603722e-005
2,912262e+001	2,609547e-005
2,912313e+001	2,614734e-005
2,912365e+001	2,619396e-005
2,912417e+001	2,623698e-005
2,912469e+001	2,627727e-005
2,912521e+001	2,631457e-005
2,912573e+001	2,634885e-005
2,912625e+001	2,638137e-005
2,912677e+001	2,641457e-005
2,912729e+001	2,645212e-005
2,912781e+001	2,649901e-005
2,912833e+001	2,655908e-005
2,912885e+001	2,663083e-005
2,912937e+001	2,670740e-005
2,912988e+001	2,678122e-005
2,913040e+001	2,684812e-005
2,913092e+001	2,690709e-005
2,913144e+001	2,695781e-005
2,913196e+001	2,700056e-005
2,913248e+001	2,703712e-005
2,913300e+001	2,706895e-005
2,913352e+001	2,709567e-005
2,913404e+001	2,711969e-005
2,913456e+001	2,714808e-005
2,913508e+001	2,718642e-005
2,913560e+001	2,723513e-005
2,913612e+001	2,728953e-005
2,913663e+001	2,734167e-005
2,913715e+001	2,738733e-005
2,913767e+001	2,742865e-005
2,913819e+001	2,746821e-005
2,913871e+001	2,750723e-005
2,913923e+001	2,754828e-005
2,913975e+001	2,759483e-005
2,914027e+001	2,764791e-005
2,914079e+001	2,770413e-005
2,914131e+001	2,775729e-005
2,914183e+001	2,780309e-005
2,914235e+001	2,784420e-005
2,914287e+001	2,788953e-005
2,914338e+001	2,794688e-005
2,914390e+001	2,801737e-005
2,914442e+001	2,809612e-005
2,914494e+001	2,817563e-005
2,914546e+001	2,825000e-005
2,914598e+001	2,831758e-005
2,914650e+001	2,837964e-005
2,914702e+001	2,843829e-005
2,914754e+001	2,849533e-005
2,914806e+001	2,855038e-005
2,914858e+001	2,860048e-005
2,914910e+001	2,864230e-005
2,914962e+001	2,867426e-005
2,915013e+001	2,869684e-005
2,915065e+001	2,871124e-005
2,915117e+001	2,871815e-005
2,915169e+001	2,871747e-005
2,915221e+001	2,870863e-005
2,915273e+001	2,869150e-005
2,915325e+001	2,866852e-005
2,915377e+001	2,864411e-005
2,915429e+001	2,862067e-005
2,915481e+001	2,859774e-005
2,915533e+001	2,857347e-005
2,915585e+001	2,854481e-005
2,915637e+001	2,850862e-005
2,915688e+001	2,846339e-005
2,915740e+001	2,840910e-005
2,915792e+001	2,834611e-005
2,915844e+001	2,827523e-005
2,915896e+001	2,819747e-005
2,915948e+001	2,811355e-005
2,916000e+001	2,802571e-005
2,916052e+001	2,793724e-005
2,916104e+001	2,784935e-005
2,916156e+001	2,776084e-005
2,916208e+001	2,766962e-005
2,916260e+001	2,757471e-005
2,916312e+001	2,747801e-005
2,916363e+001	2,738359e-005
2,916415e+001	2,729492e-005
2,916467e+001	2,721263e-005
2,916519e+001	2,713517e-005
2,916571e+001	2,706194e-005
2,916623e+001	2,699471e-005
2,916675e+001	2,693441e-005
2,916727e+001	2,687757e-005
2,916779e+001	2,681885e-005
2,916831e+001	2,675488e-005
2,916883e+001	2,668529e-005
2,916935e+001	2,661325e-005
2,916987e+001	2,654197e-005
2,917038e+001	2,647004e-005
2,917090e+001	2,639385e-005
2,917142e+001	2,631237e-005
2,917194e+001	2,622599e-005
2,917246e+001	2,613444e-005
2,917298e+001	2,603874e-005
2,917350e+001	2,594158e-005
2,917402e+001	2,584402e-005
2,917454e+001	2,574462e-005
2,917506e+001	2,564176e-005
2,917558e+001	2,553432e-005
2,917610e+001	2,542239e-005
2,917662e+001	2,530899e-005
2,917713e+001	2,519725e-005
2,917765e+001	2,508739e-005
2,917817e+001	2,497872e-005
2,917869e+001	2,487067e-005
2,917921e+001	2,476113e-005
2,917973e+001	2,464781e-005
2,918025e+001	2,453010e-005
2,918077e+001	2,440791e-005
2,918129e+001	2,428186e-005
2,918181e+001	2,415324e-005
2,918233e+001	2,402470e-005
2,918285e+001	2,390006e-005
2,918337e+001	2,378069e-005
2,918388e+001	2,366403e-005
2,918440e+001	2,354637e-005
2,918492e+001	2,342558e-005
2,918544e+001	2,330281e-005
2,918596e+001	2,318100e-005
2,918648e+001	2,306028e-005
2,918700e+001	2,293762e-005
2,918752e+001	2,281072e-005
2,918804e+001	2,268007e-005
2,918856e+001	2,254808e-005
2,918908e+001	2,241672e-005
2,918960e+001	2,228679e-005
2,919012e+001	2,215906e-005
2,919063e+001	2,203371e-005
2,919115e+001	2,190922e-005
2,919167e+001	2,178428e-005
2,919219e+001	2,166135e-005
2,919271e+001	2,154627e-005
2,919323e+001	2,144300e-005
2,919375e+001	2,134940e-005
2,919427e+001	2,125921e-005
2,919479e+001	2,116728e-005
2,919531e+001	2,107224e-005
2,919583e+001	2,097520e-005
2,919635e+001	2,087684e-005
2,919687e+001	2,077609e-005
2,919738e+001	2,067226e-005
2,919790e+001	2,056622e-005
2,919842e+001	2,045829e-005
2,919894e+001	2,034815e-005
2,919946e+001	2,023586e-005
2,919998e+001	2,012087e-005
2,920050e+001	2,000256e-005
2,920102e+001	1,988145e-005
2,920154e+001	1,975840e-005
2,920206e+001	1,963366e-005
2,920258e+001	1,950720e-005
2,920310e+001	1,937995e-005
2,920362e+001	1,925320e-005
2,920413e+001	1,912634e-005
2,920465e+001	1,899864e-005
2,920517e+001	1,887099e-005
2,920569e+001	1,874428e-005
2,920621e+001	1,861818e-005
2,920673e+001	1,849221e-005
2,920725e+001	1,836660e-005
2,920777e+001	1,824146e-005
2,920829e+001	1,811584e-005
2,920881e+001	1,798862e-005
2,920933e+001	1,785967e-005
2,920985e+001	1,772971e-005
2,921037e+001	1,759995e-005
2,921088e+001	1,747204e-005
2,921140e+001	1,734768e-005
2,921192e+001	1,722813e-005
2,921244e+001	1,711173e-005
2,921296e+001	1,699720e-005
2,921348e+001	1,688867e-005
2,921400e+001	1,678738e-005
2,921452e+001	1,669020e-005
2,921504e+001	1,659924e-005
2,921556e+001	1,651843e-005
2,921608e+001	1,644618e-005
2,921660e+001	1,637751e-005
2,921712e+001	1,630887e-005
2,921763e+001	1,623983e-005
2,921815e+001	1,617274e-005
2,921867e+001	1,611154e-005
2,921919e+001	1,605926e-005
2,921971e+001	1,601618e-005
2,922023e+001	1,598138e-005
2,922075e+001	1,595556e-005
2,922127e+001	1,594061e-005
2,922179e+001	1,593632e-005
2,922231e+001	1,593926e-005
2,922283e+001	1,594432e-005
2,922335e+001	1,594719e-005
2,922387e+001	1,594694e-005
2,922438e+001	1,594504e-005
2,922490e+001	1,594161e-005
2,922542e+001	1,593478e-005
2,922594e+001	1,592301e-005
2,922646e+001	1,590659e-005
2,922698e+001	1,588761e-005
2,922750e+001	1,586852e-005
2,922802e+001	1,585152e-005
2,922854e+001	1,583841e-005
2,922906e+001	1,582958e-005
2,922958e+001	1,582224e-005
2,923010e+001	1,581399e-005
2,923062e+001	1,580952e-005
2,923113e+001	1,581876e-005
2,923165e+001	1,585090e-005
2,923217e+001	1,590927e-005
2,923269e+001	1,598721e-005
2,923321e+001	1,607143e-005
2,923373e+001	1,615401e-005
2,923425e+001	1,623723e-005
2,923477e+001	1,632600e-005
2,923529e+001	1,642244e-005
2,923581e+001	1,652616e-005
2,923633e+001	1,663594e-005
2,923685e+001	1,675195e-005
2,923737e+001	1,687615e-005
2,923788e+001	1,701085e-005
2,923840e+001	1,715616e-005
2,923892e+001	1,730716e-005
