Label: Vasto lateral direito: EMG 1->Scale->Math->Filter Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math->Filter [Volts]
7,250019e+000	4,232037e-006
7,250538e+000	4,220065e-006
7,251058e+000	4,208011e-006
7,251577e+000	4,196168e-006
7,252096e+000	4,184457e-006
7,252615e+000	4,172221e-006
7,253135e+000	4,159270e-006
7,253654e+000	4,145710e-006
7,254173e+000	4,131594e-006
7,254692e+000	4,117328e-006
7,255212e+000	4,103528e-006
7,255731e+000	4,090573e-006
7,256250e+000	4,078475e-006
7,256769e+000	4,066928e-006
7,257288e+000	4,055570e-006
7,257808e+000	4,044222e-006
7,258327e+000	4,032552e-006
7,258846e+000	4,020141e-006
7,259365e+000	4,006999e-006
7,259885e+000	3,993438e-006
7,260404e+000	3,979666e-006
7,260923e+000	3,966129e-006
7,261442e+000	3,953768e-006
7,261962e+000	3,942893e-006
7,262481e+000	3,932908e-006
7,263000e+000	3,923070e-006
7,263519e+000	3,912675e-006
7,264038e+000	3,901614e-006
7,264558e+000	3,890261e-006
7,265077e+000	3,878757e-006
7,265596e+000	3,867382e-006
7,266115e+000	3,856347e-006
7,266635e+000	3,845132e-006
7,267154e+000	3,833186e-006
7,267673e+000	3,820823e-006
7,268192e+000	3,809099e-006
7,268712e+000	3,799043e-006
7,269231e+000	3,791125e-006
7,269750e+000	3,785274e-006
7,270269e+000	3,780827e-006
7,270788e+000	3,776690e-006
7,271308e+000	3,772168e-006
7,271827e+000	3,767129e-006
7,272346e+000	3,761733e-006
7,272865e+000	3,756439e-006
7,273385e+000	3,751697e-006
7,273904e+000	3,747860e-006
7,274423e+000	3,745403e-006
7,274942e+000	3,744993e-006
7,275462e+000	3,747327e-006
7,275981e+000	3,752474e-006
7,276500e+000	3,759698e-006
7,277019e+000	3,768236e-006
7,277538e+000	3,777678e-006
7,278058e+000	3,788126e-006
7,278577e+000	3,800237e-006
7,279096e+000	3,813896e-006
7,279615e+000	3,827583e-006
7,280135e+000	3,840203e-006
7,280654e+000	3,852885e-006
7,281173e+000	3,868329e-006
7,281692e+000	3,888457e-006
7,282212e+000	3,913597e-006
7,282731e+000	3,943122e-006
7,283250e+000	3,975365e-006
7,283769e+000	4,008268e-006
7,284288e+000	4,040920e-006
7,284808e+000	4,073252e-006
7,285327e+000	4,104667e-006
7,285846e+000	4,134378e-006
7,286365e+000	4,162340e-006
7,286885e+000	4,188975e-006
7,287404e+000	4,215141e-006
7,287923e+000	4,242459e-006
7,288442e+000	4,272522e-006
7,288962e+000	4,305836e-006
7,289481e+000	4,341353e-006
7,290000e+000	4,377191e-006
7,290519e+000	4,413184e-006
7,291038e+000	4,451507e-006
7,291558e+000	4,493540e-006
7,292077e+000	4,537997e-006
7,292596e+000	4,582169e-006
7,293115e+000	4,624155e-006
7,293635e+000	4,664096e-006
7,294154e+000	4,703010e-006
7,294673e+000	4,741567e-006
7,295192e+000	4,780803e-006
7,295712e+000	4,822206e-006
7,296231e+000	4,866070e-006
7,296750e+000	4,910581e-006
7,297269e+000	4,953559e-006
7,297788e+000	4,994341e-006
7,298308e+000	5,032922e-006
7,298827e+000	5,069157e-006
7,299346e+000	5,103159e-006
7,299865e+000	5,135025e-006
7,300385e+000	5,164561e-006
7,300904e+000	5,192043e-006
7,301423e+000	5,218351e-006
7,301942e+000	5,244018e-006
7,302462e+000	5,269373e-006
7,302981e+000	5,295120e-006
7,303500e+000	5,321526e-006
7,304019e+000	5,347507e-006
7,304538e+000	5,372359e-006
7,305058e+000	5,397609e-006
7,305577e+000	5,424823e-006
7,306096e+000	5,453441e-006
7,306615e+000	5,483877e-006
7,307135e+000	5,519338e-006
7,307654e+000	5,561003e-006
7,308173e+000	5,605723e-006
7,308692e+000	5,649618e-006
7,309212e+000	5,690789e-006
7,309731e+000	5,729117e-006
7,310250e+000	5,765739e-006
7,310769e+000	5,802706e-006
7,311288e+000	5,842157e-006
7,311808e+000	5,885386e-006
7,312327e+000	5,931890e-006
7,312846e+000	5,979031e-006
7,313365e+000	6,024900e-006
7,313885e+000	6,070667e-006
7,314404e+000	6,117390e-006
7,314923e+000	6,163634e-006
7,315442e+000	6,208576e-006
7,315962e+000	6,254590e-006
7,316481e+000	6,303454e-006
7,317000e+000	6,354528e-006
7,317519e+000	6,410040e-006
7,318038e+000	6,474923e-006
7,318558e+000	6,550019e-006
7,319077e+000	6,630856e-006
7,319596e+000	6,711897e-006
7,320115e+000	6,790207e-006
7,320635e+000	6,865767e-006
7,321154e+000	6,939424e-006
7,321673e+000	7,012420e-006
7,322192e+000	7,086362e-006
7,322712e+000	7,161663e-006
7,323231e+000	7,236236e-006
7,323750e+000	7,307946e-006
7,324269e+000	7,377338e-006
7,324788e+000	7,445619e-006
7,325308e+000	7,512890e-006
7,325827e+000	7,579008e-006
7,326346e+000	7,644061e-006
7,326865e+000	7,707909e-006
7,327385e+000	7,770528e-006
7,327904e+000	7,833050e-006
7,328423e+000	7,897359e-006
7,328942e+000	7,964872e-006
7,329462e+000	8,035828e-006
7,329981e+000	8,109419e-006
7,330500e+000	8,185271e-006
7,331019e+000	8,264144e-006
7,331538e+000	8,345812e-006
7,332058e+000	8,428343e-006
7,332577e+000	8,510722e-006
7,333096e+000	8,594458e-006
7,333615e+000	8,681917e-006
7,334135e+000	8,773622e-006
7,334654e+000	8,868029e-006
7,335173e+000	8,964499e-006
7,335692e+000	9,065598e-006
7,336212e+000	9,175503e-006
7,336731e+000	9,297760e-006
7,337250e+000	9,434948e-006
7,337769e+000	9,586608e-006
7,338288e+000	9,746745e-006
7,338808e+000	9,907604e-006
7,339327e+000	1,006638e-005
7,339846e+000	1,022429e-005
7,340365e+000	1,038053e-005
7,340885e+000	1,053532e-005
7,341404e+000	1,069547e-005
7,341923e+000	1,086990e-005
7,342442e+000	1,106551e-005
7,342962e+000	1,128590e-005
7,343481e+000	1,152781e-005
7,344000e+000	1,178163e-005
7,344519e+000	1,204057e-005
7,345038e+000	1,230741e-005
7,345558e+000	1,258806e-005
7,346077e+000	1,288260e-005
7,346596e+000	1,318548e-005
7,347115e+000	1,349109e-005
7,347635e+000	1,379623e-005
7,348154e+000	1,409827e-005
7,348673e+000	1,439474e-005
7,349192e+000	1,468662e-005
7,349712e+000	1,497831e-005
7,350231e+000	1,527270e-005
7,350750e+000	1,556774e-005
7,351269e+000	1,585710e-005
7,351788e+000	1,613567e-005
7,352308e+000	1,640413e-005
7,352827e+000	1,666694e-005
7,353346e+000	1,692829e-005
7,353865e+000	1,718956e-005
7,354385e+000	1,745031e-005
7,354904e+000	1,771182e-005
7,355423e+000	1,797767e-005
7,355942e+000	1,825050e-005
7,356462e+000	1,852787e-005
7,356981e+000	1,880261e-005
7,357500e+000	1,906987e-005
7,358019e+000	1,933177e-005
7,358538e+000	1,959106e-005
7,359058e+000	1,984584e-005
7,359577e+000	2,009734e-005
7,360096e+000	2,035238e-005
7,360615e+000	2,061194e-005
7,361135e+000	2,086810e-005
7,361654e+000	2,111385e-005
7,362173e+000	2,134739e-005
7,362692e+000	2,156874e-005
7,363212e+000	2,177804e-005
7,363731e+000	2,197664e-005
7,364250e+000	2,216944e-005
7,364769e+000	2,236226e-005
7,365288e+000	2,255691e-005
7,365808e+000	2,275025e-005
7,366327e+000	2,293677e-005
7,366846e+000	2,311278e-005
7,367365e+000	2,327870e-005
7,367885e+000	2,343640e-005
7,368404e+000	2,358606e-005
7,368923e+000	2,373008e-005
7,369442e+000	2,387463e-005
7,369962e+000	2,402146e-005
7,370481e+000	2,416687e-005
7,371000e+000	2,430919e-005
7,371519e+000	2,444924e-005
7,372038e+000	2,458609e-005
7,372558e+000	2,471824e-005
7,373077e+000	2,484728e-005
7,373596e+000	2,497692e-005
7,374115e+000	2,510819e-005
7,374635e+000	2,523730e-005
7,375154e+000	2,535922e-005
7,375673e+000	2,547295e-005
7,376192e+000	2,558081e-005
7,376712e+000	2,568348e-005
7,377231e+000	2,577998e-005
7,377750e+000	2,586960e-005
7,378269e+000	2,595226e-005
7,378788e+000	2,602924e-005
7,379308e+000	2,610226e-005
7,379827e+000	2,617023e-005
7,380346e+000	2,623049e-005
7,380865e+000	2,628340e-005
7,381385e+000	2,633220e-005
7,381904e+000	2,637932e-005
7,382423e+000	2,642351e-005
7,382942e+000	2,646093e-005
7,383462e+000	2,648877e-005
7,383981e+000	2,650745e-005
7,384500e+000	2,652139e-005
7,385019e+000	2,653790e-005
7,385538e+000	2,656431e-005
7,386058e+000	2,660553e-005
7,386577e+000	2,666491e-005
7,387096e+000	2,674487e-005
7,387615e+000	2,684221e-005
7,388135e+000	2,694538e-005
7,388654e+000	2,704288e-005
7,389173e+000	2,713068e-005
7,389692e+000	2,721033e-005
7,390212e+000	2,728909e-005
7,390731e+000	2,737885e-005
7,391250e+000	2,748659e-005
7,391769e+000	2,760929e-005
7,392288e+000	2,774049e-005
7,392808e+000	2,787755e-005
7,393327e+000	2,802086e-005
7,393846e+000	2,817041e-005
7,394365e+000	2,832566e-005
7,394885e+000	2,848600e-005
7,395404e+000	2,864910e-005
7,395923e+000	2,880965e-005
7,396442e+000	2,896115e-005
7,396962e+000	2,909981e-005
7,397481e+000	2,922584e-005
7,398000e+000	2,934194e-005
7,398519e+000	2,945080e-005
7,399038e+000	2,955129e-005
7,399558e+000	2,964078e-005
7,400077e+000	2,972073e-005
7,400596e+000	2,979607e-005
7,401115e+000	2,987080e-005
7,401635e+000	2,994600e-005
7,402154e+000	3,002269e-005
7,402673e+000	3,010334e-005
7,403192e+000	3,018890e-005
7,403712e+000	3,027721e-005
7,404231e+000	3,036552e-005
7,404750e+000	3,045247e-005
7,405269e+000	3,053736e-005
7,405788e+000	3,061876e-005
7,406308e+000	3,069556e-005
7,406827e+000	3,077031e-005
7,407346e+000	3,084842e-005
7,407865e+000	3,093092e-005
7,408385e+000	3,101143e-005
7,408904e+000	3,108295e-005
7,409423e+000	3,114466e-005
7,409942e+000	3,120085e-005
7,410462e+000	3,125659e-005
7,410981e+000	3,131375e-005
7,411500e+000	3,137008e-005
7,412019e+000	3,142230e-005
7,412538e+000	3,146793e-005
7,413058e+000	3,150517e-005
7,413577e+000	3,153340e-005
7,414096e+000	3,155301e-005
7,414615e+000	3,156334e-005
7,415135e+000	3,156393e-005
7,415654e+000	3,155700e-005
7,416173e+000	3,154364e-005
7,416692e+000	3,152181e-005
7,417212e+000	3,149036e-005
7,417731e+000	3,145211e-005
7,418250e+000	3,141284e-005
7,418769e+000	3,137757e-005
7,419288e+000	3,134747e-005
7,419808e+000	3,132055e-005
7,420327e+000	3,129663e-005
7,420846e+000	3,127936e-005
7,421365e+000	3,126979e-005
7,421885e+000	3,126149e-005
7,422404e+000	3,124905e-005
7,422923e+000	3,123468e-005
7,423442e+000	3,122250e-005
7,423962e+000	3,121611e-005
7,424481e+000	3,121647e-005
7,425000e+000	3,121737e-005
7,425519e+000	3,121424e-005
7,426038e+000	3,121231e-005
7,426558e+000	3,121773e-005
7,427077e+000	3,123132e-005
7,427596e+000	3,125076e-005
7,428115e+000	3,127009e-005
7,428635e+000	3,128697e-005
7,429154e+000	3,130852e-005
7,429673e+000	3,133939e-005
7,430192e+000	3,137642e-005
7,430712e+000	3,141617e-005
7,431231e+000	3,145813e-005
7,431750e+000	3,150317e-005
7,432269e+000	3,155174e-005
7,432788e+000	3,160248e-005
7,433308e+000	3,165172e-005
7,433827e+000	3,169432e-005
7,434346e+000	3,172811e-005
7,434865e+000	3,175620e-005
7,435385e+000	3,178394e-005
7,435904e+000	3,181561e-005
7,436423e+000	3,184951e-005
7,436942e+000	3,188047e-005
7,437462e+000	3,190884e-005
7,437981e+000	3,193690e-005
7,438500e+000	3,196296e-005
7,439019e+000	3,198483e-005
7,439538e+000	3,200212e-005
7,440058e+000	3,201481e-005
7,440577e+000	3,202203e-005
7,441096e+000	3,202263e-005
7,441615e+000	3,201572e-005
7,442135e+000	3,200017e-005
7,442654e+000	3,197470e-005
7,443173e+000	3,193941e-005
7,443692e+000	3,189665e-005
7,444212e+000	3,184806e-005
7,444731e+000	3,179357e-005
7,445250e+000	3,173640e-005
7,445769e+000	3,168318e-005
7,446288e+000	3,163849e-005
7,446808e+000	3,160359e-005
7,447327e+000	3,157863e-005
7,447846e+000	3,156476e-005
7,448365e+000	3,156395e-005
7,448885e+000	3,157537e-005
7,449404e+000	3,159315e-005
7,449923e+000	3,160864e-005
7,450442e+000	3,161620e-005
7,450962e+000	3,161632e-005
7,451481e+000	3,161045e-005
7,452000e+000	3,159728e-005
7,452519e+000	3,157516e-005
7,453038e+000	3,154352e-005
7,453558e+000	3,150249e-005
7,454077e+000	3,145293e-005
7,454596e+000	3,139518e-005
7,455115e+000	3,132950e-005
7,455635e+000	3,125624e-005
7,456154e+000	3,117522e-005
7,456673e+000	3,108737e-005
7,457192e+000	3,099464e-005
7,457712e+000	3,089835e-005
7,458231e+000	3,080087e-005
7,458750e+000	3,070872e-005
7,459269e+000	3,063158e-005
7,459788e+000	3,057765e-005
7,460308e+000	3,055075e-005
7,460827e+000	3,055061e-005
7,461346e+000	3,057305e-005
7,461865e+000	3,060881e-005
7,462385e+000	3,064599e-005
7,462904e+000	3,068005e-005
7,463423e+000	3,071734e-005
7,463942e+000	3,076493e-005
7,464462e+000	3,082425e-005
7,464981e+000	3,089199e-005
7,465500e+000	3,096279e-005
7,466019e+000	3,103271e-005
7,466538e+000	3,110076e-005
7,467058e+000	3,116853e-005
7,467577e+000	3,123953e-005
7,468096e+000	3,131798e-005
7,468615e+000	3,140526e-005
7,469135e+000	3,149746e-005
7,469654e+000	3,158787e-005
7,470173e+000	3,167132e-005
7,470692e+000	3,174664e-005
7,471212e+000	3,181625e-005
7,471731e+000	3,188221e-005
7,472250e+000	3,194428e-005
7,472769e+000	3,200199e-005
7,473288e+000	3,205446e-005
7,473808e+000	3,209940e-005
7,474327e+000	3,213691e-005
7,474846e+000	3,217010e-005
7,475365e+000	3,220164e-005
7,475885e+000	3,223533e-005
7,476404e+000	3,227828e-005
7,476923e+000	3,233745e-005
7,477442e+000	3,241585e-005
7,477962e+000	3,251156e-005
7,478481e+000	3,261805e-005
7,479000e+000	3,272535e-005
7,479519e+000	3,282567e-005
7,480038e+000	3,292064e-005
7,480558e+000	3,301731e-005
7,481077e+000	3,311584e-005
7,481596e+000	3,320929e-005
7,482115e+000	3,329326e-005
7,482635e+000	3,336718e-005
7,483154e+000	3,343332e-005
7,483673e+000	3,349734e-005
7,484192e+000	3,356686e-005
7,484712e+000	3,365001e-005
7,485231e+000	3,374983e-005
7,485750e+000	3,385999e-005
7,486269e+000	3,396908e-005
7,486788e+000	3,406843e-005
7,487308e+000	3,415633e-005
7,487827e+000	3,423652e-005
7,488346e+000	3,431415e-005
7,488865e+000	3,439314e-005
7,489385e+000	3,447369e-005
7,489904e+000	3,455003e-005
7,490423e+000	3,461694e-005
7,490942e+000	3,467570e-005
7,491462e+000	3,472768e-005
7,491981e+000	3,477029e-005
7,492500e+000	3,480143e-005
7,493019e+000	3,482243e-005
7,493538e+000	3,483621e-005
7,494058e+000	3,484347e-005
7,494577e+000	3,484376e-005
7,495096e+000	3,484092e-005
7,495615e+000	3,484017e-005
7,496135e+000	3,483909e-005
7,496654e+000	3,483484e-005
7,497173e+000	3,483318e-005
7,497692e+000	3,484101e-005
7,498212e+000	3,486140e-005
7,498731e+000	3,489407e-005
7,499250e+000	3,493485e-005
7,499769e+000	3,497896e-005
7,500288e+000	3,502324e-005
7,500808e+000	3,506258e-005
7,501327e+000	3,509345e-005
7,501846e+000	3,511941e-005
7,502365e+000	3,514274e-005
7,502885e+000	3,515916e-005
7,503404e+000	3,516499e-005
7,503923e+000	3,516114e-005
7,504442e+000	3,514827e-005
7,504962e+000	3,512494e-005
7,505481e+000	3,509090e-005
7,506000e+000	3,504819e-005
7,506519e+000	3,499902e-005
7,507038e+000	3,494445e-005
7,507558e+000	3,488540e-005
7,508077e+000	3,482297e-005
7,508596e+000	3,475832e-005
7,509115e+000	3,469403e-005
7,509635e+000	3,463358e-005
7,510154e+000	3,457896e-005
7,510673e+000	3,453028e-005
7,511192e+000	3,448648e-005
7,511712e+000	3,444482e-005
7,512231e+000	3,440072e-005
7,512750e+000	3,434964e-005
7,513269e+000	3,429061e-005
7,513788e+000	3,422682e-005
7,514308e+000	3,416213e-005
7,514827e+000	3,409759e-005
7,515346e+000	3,403104e-005
7,515865e+000	3,395988e-005
7,516385e+000	3,388325e-005
7,516904e+000	3,380079e-005
7,517423e+000	3,371120e-005
7,517942e+000	3,361303e-005
7,518462e+000	3,350660e-005
7,518981e+000	3,339461e-005
7,519500e+000	3,327935e-005
7,520019e+000	3,316066e-005
7,520538e+000	3,303723e-005
7,521058e+000	3,290886e-005
7,521577e+000	3,277719e-005
7,522096e+000	3,264372e-005
7,522615e+000	3,250756e-005
7,523135e+000	3,236674e-005
7,523654e+000	3,222102e-005
7,524173e+000	3,207147e-005
7,524692e+000	3,191823e-005
7,525212e+000	3,176042e-005
7,525731e+000	3,159749e-005
7,526250e+000	3,142935e-005
7,526769e+000	3,125621e-005
7,527288e+000	3,107904e-005
7,527808e+000	3,090054e-005
7,528327e+000	3,072600e-005
7,528846e+000	3,056278e-005
7,529365e+000	3,041834e-005
7,529885e+000	3,029706e-005
7,530404e+000	3,019691e-005
7,530923e+000	3,010891e-005
7,531442e+000	3,002194e-005
7,531962e+000	2,993073e-005
7,532481e+000	2,983713e-005
7,533000e+000	2,974128e-005
7,533519e+000	2,964116e-005
7,534038e+000	2,953971e-005
7,534558e+000	2,944274e-005
7,535077e+000	2,935311e-005
7,535596e+000	2,926877e-005
7,536115e+000	2,918404e-005
7,536635e+000	2,909512e-005
7,537154e+000	2,900541e-005
7,537673e+000	2,892235e-005
7,538192e+000	2,884720e-005
7,538712e+000	2,877383e-005
7,539231e+000	2,869883e-005
7,539750e+000	2,862444e-005
7,540269e+000	2,855354e-005
7,540788e+000	2,848995e-005
7,541308e+000	2,844019e-005
7,541827e+000	2,841209e-005
7,542346e+000	2,841090e-005
7,542865e+000	2,843409e-005
7,543385e+000	2,847171e-005
7,543904e+000	2,851349e-005
7,544423e+000	2,855353e-005
7,544942e+000	2,858838e-005
7,545462e+000	2,861523e-005
7,545981e+000	2,863267e-005
7,546500e+000	2,864035e-005
7,547019e+000	2,863850e-005
7,547538e+000	2,862771e-005
7,548058e+000	2,860913e-005
7,548577e+000	2,858584e-005
7,549096e+000	2,855998e-005
7,549615e+000	2,852977e-005
7,550135e+000	2,849445e-005
7,550654e+000	2,845760e-005
7,551173e+000	2,842098e-005
7,551692e+000	2,838142e-005
7,552212e+000	2,833501e-005
7,552731e+000	2,828020e-005
7,553250e+000	2,821739e-005
7,553769e+000	2,814707e-005
7,554288e+000	2,806977e-005
7,554808e+000	2,798693e-005
7,555327e+000	2,790024e-005
7,555846e+000	2,780995e-005
7,556365e+000	2,771457e-005
7,556885e+000	2,761257e-005
7,557404e+000	2,750382e-005
7,557923e+000	2,738954e-005
7,558442e+000	2,727059e-005
7,558962e+000	2,714704e-005
7,559481e+000	2,701942e-005
7,560000e+000	2,688870e-005
7,560519e+000	2,675594e-005
7,561038e+000	2,662274e-005
7,561558e+000	2,649106e-005
7,562077e+000	2,636236e-005
7,562596e+000	2,623661e-005
7,563115e+000	2,611208e-005
7,563635e+000	2,598737e-005
7,564154e+000	2,586326e-005
7,564673e+000	2,574083e-005
7,565192e+000	2,562002e-005
7,565712e+000	2,550148e-005
7,566231e+000	2,538674e-005
7,566750e+000	2,527672e-005
7,567269e+000	2,517057e-005
7,567788e+000	2,506534e-005
7,568308e+000	2,495745e-005
7,568827e+000	2,484503e-005
7,569346e+000	2,472889e-005
7,569865e+000	2,461034e-005
7,570385e+000	2,448843e-005
7,570904e+000	2,436187e-005
7,571423e+000	2,423241e-005
7,571942e+000	2,410333e-005
7,572462e+000	2,397585e-005
7,572981e+000	2,384823e-005
7,573500e+000	2,371780e-005
7,574019e+000	2,358337e-005
7,574538e+000	2,344644e-005
7,575058e+000	2,331084e-005
7,575577e+000	2,317996e-005
7,576096e+000	2,305344e-005
7,576615e+000	2,292794e-005
7,577135e+000	2,280092e-005
7,577654e+000	2,267179e-005
7,578173e+000	2,254115e-005
7,578692e+000	2,240933e-005
7,579212e+000	2,227559e-005
7,579731e+000	2,213944e-005
7,580250e+000	2,200064e-005
7,580769e+000	2,186026e-005
7,581288e+000	2,172453e-005
7,581808e+000	2,160329e-005
7,582327e+000	2,150472e-005
7,582846e+000	2,143284e-005
7,583365e+000	2,138672e-005
7,583885e+000	2,136017e-005
7,584404e+000	2,134296e-005
7,584923e+000	2,132608e-005
7,585442e+000	2,130774e-005
7,585962e+000	2,129223e-005
7,586481e+000	2,128400e-005
7,587000e+000	2,128362e-005
7,587519e+000	2,128732e-005
7,588038e+000	2,129078e-005
7,588558e+000	2,129279e-005
7,589077e+000	2,129519e-005
7,589596e+000	2,130130e-005
7,590115e+000	2,131278e-005
7,590635e+000	2,132769e-005
7,591154e+000	2,134319e-005
7,591673e+000	2,135853e-005
7,592192e+000	2,137468e-005
7,592712e+000	2,139208e-005
7,593231e+000	2,140887e-005
7,593750e+000	2,142199e-005
7,594269e+000	2,142983e-005
7,594788e+000	2,143264e-005
7,595308e+000	2,143070e-005
7,595827e+000	2,142303e-005
7,596346e+000	2,140881e-005
7,596865e+000	2,138863e-005
7,597385e+000	2,136275e-005
7,597904e+000	2,133045e-005
7,598423e+000	2,129196e-005
7,598942e+000	2,124892e-005
7,599462e+000	2,120217e-005
7,599981e+000	2,115091e-005
7,600500e+000	2,109514e-005
7,601019e+000	2,103668e-005
7,601538e+000	2,097677e-005
7,602058e+000	2,091404e-005
7,602577e+000	2,084722e-005
7,603096e+000	2,077770e-005
7,603615e+000	2,070580e-005
7,604135e+000	2,063095e-005
7,604654e+000	2,055497e-005
7,605173e+000	2,047960e-005
7,605692e+000	2,040628e-005
7,606212e+000	2,033834e-005
7,606731e+000	2,027885e-005
7,607250e+000	2,022691e-005
7,607769e+000	2,017852e-005
7,608288e+000	2,013129e-005
7,608808e+000	2,008555e-005
7,609327e+000	2,004108e-005
7,609846e+000	1,999649e-005
7,610365e+000	1,995127e-005
7,610885e+000	1,990621e-005
7,611404e+000	1,986138e-005
7,611923e+000	1,981470e-005
7,612442e+000	1,976418e-005
7,612962e+000	1,971087e-005
7,613481e+000	1,965769e-005
7,614000e+000	1,960638e-005
7,614519e+000	1,955688e-005
7,615038e+000	1,950764e-005
7,615558e+000	1,945618e-005
7,616077e+000	1,940103e-005
7,616596e+000	1,934182e-005
7,617115e+000	1,927789e-005
7,617635e+000	1,920962e-005
7,618154e+000	1,913914e-005
7,618673e+000	1,906724e-005
7,619192e+000	1,899292e-005
7,619712e+000	1,891582e-005
7,620231e+000	1,883579e-005
7,620750e+000	1,875227e-005
7,621269e+000	1,866628e-005
7,621788e+000	1,858170e-005
7,622308e+000	1,850183e-005
7,622827e+000	1,842520e-005
7,623346e+000	1,834782e-005
7,623865e+000	1,826740e-005
7,624385e+000	1,818564e-005
7,624904e+000	1,810764e-005
7,625423e+000	1,803608e-005
7,625942e+000	1,796849e-005
7,626462e+000	1,790163e-005
7,626981e+000	1,783452e-005
7,627500e+000	1,776705e-005
7,628019e+000	1,769789e-005
7,628538e+000	1,762601e-005
7,629058e+000	1,755261e-005
7,629577e+000	1,747861e-005
7,630096e+000	1,740290e-005
7,630615e+000	1,732456e-005
7,631135e+000	1,724392e-005
7,631654e+000	1,716125e-005
7,632173e+000	1,707628e-005
7,632692e+000	1,698865e-005
7,633212e+000	1,689854e-005
7,633731e+000	1,680783e-005
7,634250e+000	1,671923e-005
7,634769e+000	1,663361e-005
7,635288e+000	1,654900e-005
7,635808e+000	1,646272e-005
7,636327e+000	1,637377e-005
7,636846e+000	1,628198e-005
7,637365e+000	1,618700e-005
7,637885e+000	1,608926e-005
7,638404e+000	1,598941e-005
7,638923e+000	1,588795e-005
7,639442e+000	1,578533e-005
7,639962e+000	1,568219e-005
7,640481e+000	1,557961e-005
7,641000e+000	1,547742e-005
7,641519e+000	1,537427e-005
7,642038e+000	1,526945e-005
7,642558e+000	1,516362e-005
7,643077e+000	1,505816e-005
7,643596e+000	1,495343e-005
7,644115e+000	1,484831e-005
7,644635e+000	1,474159e-005
7,645154e+000	1,463335e-005
7,645673e+000	1,452490e-005
7,646192e+000	1,441708e-005
7,646712e+000	1,430932e-005
7,647231e+000	1,420148e-005
7,647750e+000	1,409458e-005
7,648269e+000	1,398849e-005
7,648788e+000	1,388155e-005
7,649308e+000	1,377319e-005
7,649827e+000	1,366479e-005
7,650346e+000	1,355757e-005
7,650865e+000	1,345151e-005
7,651385e+000	1,334615e-005
7,651904e+000	1,324153e-005
7,652423e+000	1,313798e-005
7,652942e+000	1,303526e-005
7,653462e+000	1,293225e-005
7,653981e+000	1,282806e-005
7,654500e+000	1,272262e-005
7,655019e+000	1,261696e-005
7,655538e+000	1,251204e-005
7,656058e+000	1,240742e-005
7,656577e+000	1,230229e-005
7,657096e+000	1,219624e-005
7,657615e+000	1,208884e-005
7,658135e+000	1,198084e-005
7,658654e+000	1,187437e-005
7,659173e+000	1,177062e-005
7,659692e+000	1,166861e-005
7,660212e+000	1,156655e-005
7,660731e+000	1,146330e-005
7,661250e+000	1,135896e-005
7,661769e+000	1,125424e-005
7,662288e+000	1,114925e-005
7,662808e+000	1,104351e-005
7,663327e+000	1,093719e-005
7,663846e+000	1,083143e-005
7,664365e+000	1,072741e-005
7,664885e+000	1,062503e-005
7,665404e+000	1,052317e-005
7,665923e+000	1,042154e-005
7,666442e+000	1,032132e-005
7,666962e+000	1,022364e-005
7,667481e+000	1,012824e-005
7,668000e+000	1,003415e-005
7,668519e+000	9,940795e-006
7,669038e+000	9,847894e-006
7,669558e+000	9,755233e-006
7,670077e+000	9,662746e-006
7,670596e+000	9,570621e-006
7,671115e+000	9,479108e-006
7,671635e+000	9,388177e-006
7,672154e+000	9,297591e-006
7,672673e+000	9,207213e-006
7,673192e+000	9,116849e-006
7,673712e+000	9,026403e-006
7,674231e+000	8,936056e-006
7,674750e+000	8,845680e-006
7,675269e+000	8,755086e-006
7,675788e+000	8,664761e-006
7,676308e+000	8,575614e-006
7,676827e+000	8,488126e-006
7,677346e+000	8,401742e-006
7,677865e+000	8,315646e-006
7,678385e+000	8,230055e-006
7,678904e+000	8,145437e-006
7,679423e+000	8,061380e-006
7,679942e+000	7,977565e-006
7,680462e+000	7,894368e-006
7,680981e+000	7,811870e-006
7,681500e+000	7,729568e-006
7,682019e+000	7,647201e-006
7,682538e+000	7,564930e-006
7,683058e+000	7,482606e-006
7,683577e+000	7,400135e-006
7,684096e+000	7,318256e-006
7,684615e+000	7,237721e-006
7,685135e+000	7,158603e-006
7,685654e+000	7,080830e-006
7,686173e+000	7,004363e-006
7,686692e+000	6,928778e-006
7,687212e+000	6,853375e-006
7,687731e+000	6,778113e-006
7,688250e+000	6,703738e-006
7,688769e+000	6,630446e-006
7,689288e+000	6,557738e-006
7,689808e+000	6,485642e-006
7,690327e+000	6,414682e-006
7,690846e+000	6,344788e-006
7,691365e+000	6,275205e-006
7,691885e+000	6,205344e-006
7,692404e+000	6,135396e-006
7,692923e+000	6,066402e-006
7,693442e+000	5,999368e-006
7,693962e+000	5,934301e-006
7,694481e+000	5,870625e-006
7,695000e+000	5,808231e-006
7,695519e+000	5,747860e-006
7,696038e+000	5,690489e-006
7,696558e+000	5,636138e-006
7,697077e+000	5,584248e-006
7,697596e+000	5,534803e-006
7,698115e+000	5,487660e-006
7,698635e+000	5,442053e-006
7,699154e+000	5,397764e-006
7,699673e+000	5,355769e-006
