Label: Vasto lateral direito: EMG 1->Scale->Math Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math [Volts]
1,718862e+001	2,492058e-005
1,718913e+001	1,695277e-005
1,718965e+001	1,474891e-005
1,719017e+001	2,017380e-005
1,719069e+001	1,780041e-005
1,719121e+001	1,118883e-005
1,719173e+001	1,356222e-005
1,719225e+001	2,203860e-005
1,719277e+001	3,017594e-005
1,719329e+001	3,170169e-005
1,719381e+001	2,932830e-005
1,719433e+001	2,305577e-005
1,719485e+001	1,847852e-005
1,719537e+001	2,492058e-005
1,719588e+001	3,865232e-005
1,719640e+001	4,560296e-005
1,719692e+001	4,153430e-005
1,719744e+001	2,746349e-005
1,719796e+001	1,051072e-005
1,719848e+001	1,339269e-005
1,719900e+001	3,373602e-005
1,719952e+001	3,424460e-005
1,720004e+001	1,474891e-005
1,720056e+001	1,780041e-005
1,720108e+001	4,221241e-005
1,720160e+001	4,509438e-005
1,720212e+001	3,543130e-005
1,720263e+001	2,373388e-005
1,720315e+001	1,034119e-005
1,720367e+001	4,577249e-006
1,720419e+001	1,542702e-005
1,720471e+001	1,288411e-005
1,720523e+001	5,085832e-007
1,720575e+001	7,289692e-006
1,720627e+001	1,068025e-005
1,720679e+001	2,322530e-005
1,720731e+001	3,780468e-005
1,720783e+001	3,712657e-005
1,720835e+001	1,390127e-005
1,720887e+001	1,678325e-005
1,720938e+001	3,085404e-005
1,720990e+001	3,034546e-005
1,721042e+001	2,797208e-005
1,721094e+001	3,407508e-005
1,721146e+001	4,221241e-005
1,721198e+001	3,780468e-005
1,721250e+001	2,831113e-005
1,721302e+001	2,322530e-005
1,721354e+001	2,814160e-005
1,721406e+001	3,543130e-005
1,721458e+001	3,712657e-005
1,721510e+001	3,339697e-005
1,721562e+001	3,136263e-005
1,721613e+001	3,407508e-005
1,721665e+001	3,475319e-005
1,721717e+001	3,424460e-005
1,721769e+001	3,204074e-005
1,721821e+001	2,525963e-005
1,721873e+001	1,830899e-005
1,721925e+001	8,306859e-006
1,721977e+001	1,864805e-006
1,722029e+001	6,442054e-006
1,722081e+001	1,101930e-005
1,722133e+001	1,729183e-005
1,722185e+001	1,881758e-005
1,722237e+001	8,645915e-006
1,722288e+001	5,085832e-007
1,722340e+001	1,864805e-006
1,722392e+001	3,051499e-006
1,722444e+001	8,306859e-006
1,722496e+001	1,339269e-005
1,722548e+001	1,169741e-005
1,722600e+001	8,306859e-006
1,722652e+001	1,254505e-005
1,722704e+001	2,763302e-005
1,722756e+001	4,153430e-005
1,722808e+001	4,848493e-005
1,722860e+001	5,170596e-005
1,722912e+001	4,662013e-005
1,722963e+001	3,204074e-005
1,723015e+001	1,830899e-005
1,723067e+001	1,712230e-005
1,723119e+001	2,678538e-005
1,723171e+001	3,407508e-005
1,723223e+001	3,627893e-005
1,723275e+001	3,390555e-005
1,723327e+001	2,763302e-005
1,723379e+001	2,136049e-005
1,723431e+001	1,576608e-005
1,723483e+001	1,101930e-005
1,723535e+001	1,305364e-005
1,723587e+001	1,542702e-005
1,723638e+001	1,440986e-005
1,723690e+001	1,203647e-005
1,723742e+001	8,645915e-006
1,723794e+001	1,203647e-005
1,723846e+001	2,593774e-005
1,723898e+001	3,424460e-005
1,723950e+001	3,204074e-005
1,724002e+001	2,831113e-005
1,724054e+001	2,305577e-005
1,724106e+001	2,305577e-005
1,724158e+001	2,525963e-005
1,724210e+001	1,356222e-005
1,724262e+001	7,967803e-006
1,724313e+001	2,136049e-005
1,724365e+001	2,322530e-005
1,724417e+001	2,102144e-005
1,724469e+001	5,594415e-006
1,724521e+001	1,491844e-005
1,724573e+001	2,203860e-005
1,724625e+001	4,068666e-006
1,724677e+001	2,695491e-005
1,724729e+001	4,424674e-005
1,724781e+001	3,966949e-005
1,724833e+001	2,424247e-005
1,724885e+001	1,644419e-005
1,724937e+001	2,627680e-005
1,724988e+001	3,577035e-005
1,725040e+001	3,237980e-005
1,725092e+001	1,729183e-005
1,725144e+001	6,272526e-006
1,725196e+001	1,881758e-005
1,725248e+001	4,916305e-006
1,725300e+001	1,678325e-005
1,725352e+001	2,424247e-005
1,725404e+001	1,864805e-005
1,725456e+001	7,459220e-006
1,725508e+001	5,424887e-006
1,725560e+001	4,916305e-006
1,725612e+001	5,085832e-006
1,725663e+001	1,610514e-005
1,725715e+001	1,983475e-005
1,725767e+001	1,576608e-005
1,725819e+001	1,118883e-005
1,725871e+001	1,373175e-005
1,725923e+001	2,017380e-005
1,725975e+001	2,339483e-005
1,726027e+001	2,695491e-005
1,726079e+001	2,881971e-005
1,726131e+001	2,458152e-005
1,726183e+001	1,881758e-005
1,726235e+001	9,832609e-006
1,726287e+001	4,746776e-006
1,726338e+001	1,644419e-005
1,726390e+001	3,204074e-005
1,726442e+001	5,577462e-005
1,726494e+001	7,696559e-005
1,726546e+001	9,001922e-005
1,726598e+001	9,239262e-005
1,726650e+001	7,374456e-005
1,726702e+001	3,509224e-005
1,726754e+001	3,390555e-006
1,726806e+001	5,085832e-007
1,726858e+001	1,322316e-005
1,726910e+001	2,441199e-005
1,726962e+001	3,051499e-005
1,727013e+001	3,509224e-005
1,727065e+001	2,831113e-005
1,727117e+001	6,272526e-006
1,727169e+001	1,542702e-005
1,727221e+001	2,610727e-005
1,727273e+001	2,966735e-005
1,727325e+001	2,153002e-005
1,727377e+001	6,272526e-006
1,727429e+001	4,577249e-006
1,727481e+001	6,442054e-006
1,727533e+001	5,085832e-007
1,727585e+001	1,203647e-005
1,727637e+001	1,746136e-005
1,727688e+001	5,255360e-006
1,727740e+001	1,780041e-005
1,727792e+001	3,763515e-005
1,727844e+001	4,458579e-005
1,727896e+001	3,814374e-005
1,727948e+001	2,898924e-005
1,728000e+001	2,017380e-005
1,728052e+001	3,390555e-007
1,728104e+001	2,153002e-005
1,728156e+001	2,627680e-005
1,728208e+001	1,644419e-005
1,728260e+001	3,221027e-006
1,728312e+001	2,881972e-006
1,728363e+001	9,832609e-006
1,728415e+001	1,746136e-005
1,728467e+001	1,763088e-005
1,728519e+001	4,407721e-006
1,728571e+001	9,154497e-006
1,728623e+001	1,695277e-005
1,728675e+001	2,424247e-005
1,728727e+001	3,034546e-005
1,728779e+001	3,475319e-005
1,728831e+001	3,729610e-005
1,728883e+001	3,288838e-005
1,728935e+001	2,136049e-005
1,728987e+001	1,457938e-005
1,729038e+001	1,712230e-005
1,729090e+001	2,593774e-005
1,729142e+001	2,966735e-005
1,729194e+001	2,085191e-005
1,729246e+001	1,068025e-005
1,729298e+001	7,967803e-006
1,729350e+001	1,034119e-005
1,729402e+001	5,763943e-006
1,729454e+001	6,950637e-006
1,729506e+001	2,017380e-005
1,729558e+001	2,271672e-005
1,729610e+001	1,051072e-005
1,729662e+001	5,085832e-007
1,729713e+001	4,407721e-006
1,729765e+001	1,237552e-005
1,729817e+001	9,324025e-006
1,729869e+001	1,695277e-006
1,729921e+001	6,611582e-006
1,729973e+001	6,611582e-006
1,730025e+001	1,203647e-005
1,730077e+001	1,457938e-005
1,730129e+001	2,712444e-006
1,730181e+001	1,474891e-005
1,730233e+001	1,729183e-005
1,730285e+001	5,933471e-006
1,730337e+001	3,899138e-006
1,730388e+001	5,933471e-006
1,730440e+001	5,085832e-007
1,730492e+001	7,967803e-006
1,730544e+001	8,137332e-006
1,730596e+001	8,815442e-006
1,730648e+001	1,610514e-005
1,730700e+001	2,424247e-005
1,730752e+001	2,729397e-005
1,730804e+001	2,186908e-005
1,730856e+001	1,135836e-005
1,730908e+001	8,645915e-006
1,730960e+001	1,695277e-005
1,731012e+001	2,848066e-005
1,731063e+001	3,543130e-005
1,731115e+001	3,712657e-005
1,731167e+001	3,051499e-005
1,731219e+001	1,780041e-005
1,731271e+001	1,373175e-005
1,731323e+001	2,966735e-005
1,731375e+001	5,323171e-005
1,731427e+001	6,696346e-005
1,731479e+001	6,153857e-005
1,731531e+001	3,763515e-005
1,731583e+001	1,186694e-005
1,731635e+001	3,729610e-006
1,731687e+001	6,272526e-006
1,731738e+001	6,781109e-007
1,731790e+001	1,034119e-005
1,731842e+001	1,288411e-005
1,731894e+001	1,525750e-006
1,731946e+001	1,746136e-005
1,731998e+001	2,492058e-005
1,732050e+001	1,593561e-005
1,732102e+001	5,933471e-006
1,732154e+001	5,255360e-006
1,732206e+001	7,459220e-006
1,732258e+001	1,186694e-006
1,732310e+001	1,474891e-005
1,732362e+001	2,034333e-005
1,732413e+001	9,154497e-006
1,732465e+001	3,560082e-006
1,732517e+001	2,119097e-005
1,732569e+001	4,780682e-005
1,732621e+001	6,357290e-005
1,732673e+001	6,119951e-005
1,732725e+001	5,187548e-005
1,732777e+001	4,509438e-005
1,732829e+001	4,017808e-005
1,732881e+001	3,000641e-005
1,732933e+001	1,576608e-005
1,732985e+001	8,645915e-006
1,733037e+001	1,440986e-005
1,733088e+001	1,983475e-005
1,733140e+001	1,305364e-005
1,733192e+001	4,916305e-006
1,733244e+001	1,593561e-005
1,733296e+001	1,271458e-005
1,733348e+001	3,221027e-006
1,733400e+001	3,729610e-006
1,733452e+001	1,017166e-006
1,733504e+001	1,169741e-005
1,733556e+001	2,305577e-005
1,733608e+001	2,322530e-005
1,733660e+001	2,220813e-005
1,733712e+001	2,475105e-005
1,733763e+001	2,458152e-005
1,733815e+001	1,847852e-005
1,733867e+001	1,152789e-005
1,733919e+001	5,763943e-006
1,733971e+001	2,881972e-006
1,734023e+001	3,560082e-006
1,734075e+001	7,967803e-006
1,734127e+001	1,186694e-005
1,734179e+001	1,474891e-005
1,734231e+001	1,271458e-005
1,734283e+001	8,645915e-006
1,734335e+001	2,203861e-006
1,734387e+001	3,051499e-006
1,734438e+001	2,203861e-006
1,734490e+001	7,289692e-006
1,734542e+001	2,305577e-005
1,734594e+001	3,068452e-005
1,734646e+001	3,305791e-005
1,734698e+001	3,424460e-005
1,734750e+001	3,288838e-005
1,734802e+001	2,593774e-005
1,734854e+001	2,407294e-005
1,734906e+001	2,848066e-005
1,734958e+001	3,034546e-005
1,735010e+001	2,458152e-005
1,735062e+001	1,186694e-005
1,735113e+001	5,085832e-007
1,735165e+001	1,525750e-006
1,735217e+001	5,594415e-006
1,735269e+001	6,442054e-006
1,735321e+001	1,322316e-005
1,735373e+001	3,543130e-005
1,735425e+001	5,577462e-005
1,735477e+001	6,086046e-005
1,735529e+001	4,899352e-005
1,735581e+001	2,797208e-005
1,735633e+001	2,254719e-005
1,735685e+001	1,915663e-005
1,735737e+001	1,796994e-005
1,735788e+001	5,543557e-005
1,735840e+001	4,967163e-005
1,735892e+001	2,271672e-005
1,735944e+001	3,221027e-006
1,735996e+001	2,542916e-006
1,736048e+001	3,560082e-006
1,736100e+001	3,221027e-006
1,736152e+001	6,272526e-006
1,736204e+001	2,458152e-005
1,736256e+001	4,763729e-005
1,736308e+001	6,713299e-005
1,736360e+001	7,272740e-005
1,736412e+001	6,611582e-005
1,736463e+001	5,543557e-005
1,736515e+001	4,306004e-005
1,736567e+001	3,237980e-005
1,736619e+001	2,814160e-005
1,736671e+001	2,763302e-005
1,736723e+001	2,695491e-005
1,736775e+001	1,796994e-005
1,736827e+001	4,068666e-006
1,736879e+001	2,373388e-006
1,736931e+001	1,186694e-005
1,736983e+001	1,237552e-005
1,737035e+001	5,255360e-006
1,737087e+001	8,476387e-006
1,737138e+001	1,796994e-005
1,737190e+001	1,796994e-005
1,737242e+001	5,594415e-006
1,737294e+001	6,102998e-006
1,737346e+001	8,476387e-006
1,737398e+001	6,442054e-006
1,737450e+001	7,967803e-006
1,737502e+001	5,255360e-006
1,737554e+001	4,746776e-006
1,737606e+001	5,594415e-006
1,737658e+001	1,101930e-005
1,737710e+001	2,441199e-005
1,737762e+001	3,814374e-005
1,737813e+001	5,136690e-005
1,737865e+001	6,323384e-005
1,737917e+001	6,391196e-005
1,737969e+001	4,882399e-005
1,738021e+001	2,797208e-005
1,738073e+001	1,305364e-005
1,738125e+001	2,203861e-006
1,738177e+001	4,577249e-006
1,738229e+001	2,881971e-005
1,738281e+001	5,136690e-005
1,738333e+001	4,492485e-005
1,738385e+001	1,203647e-005
1,738437e+001	2,746349e-005
1,738488e+001	4,289052e-005
1,738540e+001	3,221027e-005
1,738592e+001	1,169741e-005
1,738644e+001	2,542916e-006
1,738696e+001	7,120165e-006
1,738748e+001	6,102998e-006
1,738800e+001	2,203861e-006
1,738852e+001	6,611582e-006
1,738904e+001	1,305364e-005
1,738956e+001	9,663081e-006
1,739008e+001	5,255360e-006
1,739060e+001	2,068238e-005
1,739112e+001	2,356436e-005
1,739163e+001	3,017594e-005
1,739215e+001	4,577249e-005
1,739267e+001	4,678966e-005
1,739319e+001	2,729397e-005
1,739371e+001	4,577249e-006
1,739423e+001	1,678325e-005
1,739475e+001	3,509224e-005
1,739527e+001	4,085619e-005
1,739579e+001	3,509224e-005
1,739631e+001	2,220813e-005
1,739683e+001	7,967803e-006
1,739735e+001	2,034333e-006
1,739787e+001	1,034119e-005
1,739838e+001	1,305364e-005
1,739890e+001	1,305364e-005
1,739942e+001	1,440986e-005
1,739994e+001	1,678325e-005
1,740046e+001	2,051286e-005
1,740098e+001	2,085191e-005
1,740150e+001	1,271458e-005
1,740202e+001	1,186694e-006
1,740254e+001	2,017380e-005
1,740306e+001	3,526177e-005
1,740358e+001	3,610941e-005
1,740410e+001	3,221027e-005
1,740462e+001	2,627680e-005
1,740513e+001	1,983475e-005
1,740565e+001	1,864805e-005
1,740617e+001	2,085191e-005
1,740669e+001	2,271672e-005
1,740721e+001	1,407080e-005
1,740773e+001	3,221027e-006
1,740825e+001	1,949569e-005
1,740877e+001	3,526177e-005
1,740929e+001	4,628107e-005
1,740981e+001	4,933257e-005
1,741033e+001	4,950210e-005
1,741085e+001	5,034974e-005
1,741137e+001	4,136477e-005
1,741188e+001	2,390341e-005
1,741240e+001	1,186694e-005
1,741292e+001	1,034119e-005
1,741344e+001	1,813947e-005
1,741396e+001	3,119310e-005
1,741448e+001	4,153430e-005
1,741500e+001	4,034760e-005
1,741552e+001	4,068666e-005
1,741604e+001	2,983688e-005
1,741656e+001	3,560082e-006
1,741708e+001	1,101930e-005
1,741760e+001	1,729183e-005
1,741812e+001	2,153002e-005
1,741863e+001	1,508797e-005
1,741915e+001	2,712444e-006
1,741967e+001	1,305364e-005
1,742019e+001	1,000214e-005
1,742071e+001	8,306859e-006
1,742123e+001	1,610514e-005
1,742175e+001	2,525963e-005
1,742227e+001	2,339483e-005
1,742279e+001	2,288624e-005
1,742331e+001	1,983475e-005
1,742383e+001	1,169741e-005
1,742435e+001	1,237552e-005
1,742487e+001	7,459220e-006
1,742538e+001	9,663081e-006
1,742590e+001	2,780255e-005
1,742642e+001	3,882185e-005
1,742694e+001	3,695704e-005
1,742746e+001	2,898924e-005
1,742798e+001	2,763302e-005
1,742850e+001	3,339697e-005
1,742902e+001	4,017808e-005
1,742954e+001	5,204502e-005
1,743006e+001	5,509651e-005
1,743058e+001	3,848280e-005
1,743110e+001	2,390341e-005
1,743162e+001	2,271672e-005
1,743213e+001	2,237766e-005
1,743265e+001	2,865019e-005
1,743317e+001	3,644846e-005
1,743369e+001	2,254719e-005
1,743421e+001	9,154497e-006
1,743473e+001	2,237766e-005
1,743525e+001	1,847852e-005
1,743577e+001	1,542702e-005
1,743629e+001	1,525750e-005
1,743681e+001	1,440986e-005
1,743733e+001	1,000214e-005
1,743785e+001	5,085832e-007
1,743837e+001	2,034333e-006
1,743888e+001	1,305364e-005
1,743940e+001	1,322316e-005
1,743992e+001	8,137332e-006
1,744044e+001	7,967803e-006
1,744096e+001	7,289692e-006
1,744148e+001	5,255360e-006
1,744200e+001	2,373388e-006
1,744252e+001	8,476387e-007
1,744304e+001	5,933471e-006
1,744356e+001	2,237766e-005
1,744408e+001	3,695704e-005
1,744460e+001	4,899352e-005
1,744512e+001	5,475746e-005
1,744563e+001	5,289265e-005
1,744615e+001	4,628107e-005
1,744667e+001	3,424460e-005
1,744719e+001	1,847852e-005
1,744771e+001	1,610514e-005
1,744823e+001	2,339483e-005
1,744875e+001	2,729397e-005
1,744927e+001	3,373602e-005
1,744979e+001	3,729610e-005
1,745031e+001	2,407294e-005
1,745083e+001	0,000000e+000
1,745135e+001	1,949569e-005
1,745187e+001	3,356649e-005
1,745238e+001	4,526391e-005
1,745290e+001	5,204502e-005
1,745342e+001	5,645274e-005
1,745394e+001	5,136690e-005
1,745446e+001	3,322744e-005
1,745498e+001	1,339269e-005
1,745550e+001	1,186694e-006
1,745602e+001	7,120165e-006
1,745654e+001	6,950637e-006
1,745706e+001	3,051499e-006
1,745758e+001	2,271672e-005
1,745810e+001	3,780468e-005
1,745862e+001	3,916091e-005
1,745913e+001	3,102357e-005
1,745965e+001	2,475105e-005
1,746017e+001	2,305577e-005
1,746069e+001	2,051286e-005
1,746121e+001	1,271458e-005
1,746173e+001	5,255360e-006
1,746225e+001	4,916305e-006
1,746277e+001	2,051286e-005
1,746329e+001	3,204074e-005
1,746381e+001	3,831327e-005
1,746433e+001	3,509224e-005
1,746485e+001	2,424247e-005
1,746537e+001	1,373175e-005
1,746588e+001	5,933471e-006
1,746640e+001	4,238194e-006
1,746692e+001	2,153002e-005
1,746744e+001	3,102357e-005
1,746796e+001	2,509010e-005
1,746848e+001	1,305364e-005
1,746900e+001	1,864805e-006
1,746952e+001	2,661586e-005
1,747004e+001	5,374029e-005
1,747056e+001	7,713512e-005
1,747108e+001	8,374670e-005
1,747160e+001	6,119951e-005
1,747212e+001	3,102357e-005
1,747263e+001	1,661372e-005
1,747315e+001	8,476387e-006
1,747367e+001	8,476387e-007
1,747419e+001	4,238194e-006
1,747471e+001	0,000000e+000
1,747523e+001	4,577249e-006
1,747575e+001	6,442054e-006
1,747627e+001	4,407721e-006
1,747679e+001	3,390555e-007
1,747731e+001	8,306859e-006
1,747783e+001	6,950637e-006
1,747835e+001	1,542702e-005
1,747887e+001	4,645060e-005
1,747938e+001	7,543984e-005
1,747990e+001	9,680034e-005
1,748042e+001	9,985183e-005
1,748094e+001	7,679606e-005
1,748146e+001	3,475319e-005
1,748198e+001	4,577249e-006
1,748250e+001	2,373388e-005
1,748302e+001	2,627680e-005
1,748354e+001	2,288624e-005
1,748406e+001	1,915663e-005
1,748458e+001	1,949569e-005
1,748510e+001	2,509010e-005
1,748562e+001	2,865019e-005
1,748613e+001	3,237980e-005
1,748665e+001	4,526391e-005
1,748717e+001	5,730037e-005
1,748769e+001	5,272313e-005
1,748821e+001	3,983902e-005
1,748873e+001	1,915663e-005
1,748925e+001	4,238194e-006
1,748977e+001	1,000214e-005
1,749029e+001	6,272526e-006
1,749081e+001	3,119310e-005
1,749133e+001	4,051713e-005
1,749185e+001	2,865019e-005
1,749237e+001	1,949569e-005
1,749288e+001	2,780255e-005
1,749340e+001	3,509224e-005
1,749392e+001	2,542916e-005
1,749444e+001	1,322316e-005
1,749496e+001	6,611582e-006
1,749548e+001	5,424887e-006
1,749600e+001	2,729397e-005
1,749652e+001	4,628107e-005
1,749704e+001	5,204502e-005
1,749756e+001	4,204288e-005
1,749808e+001	2,492058e-005
1,749860e+001	5,255360e-006
1,749912e+001	2,017380e-005
1,749963e+001	3,153216e-005
1,750015e+001	1,474891e-005
1,750067e+001	9,663081e-006
1,750119e+001	2,322530e-005
1,750171e+001	2,509010e-005
1,750223e+001	2,407294e-005
1,750275e+001	2,492058e-005
1,750327e+001	1,780041e-005
1,750379e+001	5,763943e-006
1,750431e+001	9,324025e-006
1,750483e+001	2,695491e-005
1,750535e+001	3,017594e-005
1,750587e+001	2,356436e-005
1,750638e+001	1,915663e-005
1,750690e+001	2,085191e-005
1,750742e+001	2,339483e-005
1,750794e+001	1,542702e-005
1,750846e+001	2,034333e-006
1,750898e+001	1,644419e-005
1,750950e+001	2,492058e-005
1,751002e+001	2,932830e-005
1,751054e+001	2,678538e-005
1,751106e+001	1,983475e-005
1,751158e+001	1,118883e-005
1,751210e+001	7,967803e-006
1,751262e+001	1,169741e-005
1,751313e+001	1,508797e-005
1,751365e+001	9,663081e-006
1,751417e+001	3,390555e-006
1,751469e+001	1,288411e-005
1,751521e+001	1,644419e-005
1,751573e+001	1,593561e-005
1,751625e+001	4,068666e-006
1,751677e+001	1,254505e-005
1,751729e+001	2,051286e-005
1,751781e+001	1,712230e-005
1,751833e+001	7,967803e-006
1,751885e+001	6,272526e-006
1,751937e+001	1,796994e-005
1,751988e+001	2,814160e-005
1,752040e+001	2,966735e-005
1,752092e+001	3,322744e-005
1,752144e+001	3,678752e-005
1,752196e+001	3,373602e-005
1,752248e+001	2,661586e-005
1,752300e+001	2,186908e-005
1,752352e+001	2,102144e-005
1,752404e+001	1,169741e-005
1,752456e+001	5,085832e-006
1,752508e+001	1,169741e-005
1,752560e+001	6,781110e-006
1,752612e+001	3,729610e-006
1,752663e+001	1,440986e-005
1,752715e+001	1,813947e-005
1,752767e+001	1,407080e-005
1,752819e+001	1,034119e-005
1,752871e+001	8,306859e-006
1,752923e+001	4,577249e-006
1,752975e+001	1,101930e-005
1,753027e+001	2,881972e-006
1,753079e+001	1,271458e-005
1,753131e+001	2,119097e-005
1,753183e+001	1,254505e-005
1,753235e+001	5,085832e-007
1,753287e+001	1,237552e-005
1,753338e+001	2,068238e-005
1,753390e+001	1,712230e-005
1,753442e+001	4,746776e-006
1,753494e+001	1,695277e-006
1,753546e+001	1,000214e-005
1,753598e+001	1,610514e-005
1,753650e+001	1,780041e-005
1,753702e+001	1,593561e-005
1,753754e+001	1,101930e-005
1,753806e+001	5,933471e-006
1,753858e+001	1,864805e-006
1,753910e+001	0,000000e+000
1,753962e+001	2,373388e-006
1,754013e+001	3,051499e-006
1,754065e+001	1,746136e-005
1,754117e+001	2,441199e-005
1,754169e+001	1,881758e-005
1,754221e+001	5,763943e-006
1,754273e+001	2,542916e-006
1,754325e+001	3,221027e-006
1,754377e+001	2,373388e-006
1,754429e+001	2,034333e-006
1,754481e+001	9,663081e-006
1,754533e+001	1,847852e-005
1,754585e+001	2,729397e-005
1,754637e+001	3,729610e-005
1,754688e+001	4,662013e-005
1,754740e+001	5,051926e-005
1,754792e+001	4,628107e-005
1,754844e+001	3,814374e-005
1,754896e+001	2,356436e-005
1,754948e+001	1,678325e-005
1,755000e+001	1,915663e-005
1,755052e+001	2,017380e-005
1,755104e+001	1,813947e-005
1,755156e+001	1,373175e-005
1,755208e+001	8,306859e-006
1,755260e+001	4,577249e-006
1,755312e+001	2,017380e-005
1,755363e+001	3,373602e-005
1,755415e+001	2,898924e-005
1,755467e+001	4,238194e-006
1,755519e+001	1,915663e-005
1,755571e+001	2,593774e-005
1,755623e+001	1,864805e-005
1,755675e+001	3,221027e-006
1,755727e+001	3,543130e-005
1,755779e+001	5,272313e-005
1,755831e+001	4,797635e-005
1,755883e+001	3,780468e-005
1,755935e+001	2,610727e-005
1,755987e+001	1,068025e-005
1,756038e+001	2,712444e-006
1,756090e+001	6,611582e-006
1,756142e+001	6,950637e-006
1,756194e+001	1,373175e-005
1,756246e+001	2,153002e-005
1,756298e+001	1,915663e-005
1,756350e+001	8,984970e-006
1,756402e+001	6,611582e-006
1,756454e+001	3,051499e-006
1,756506e+001	1,051072e-005
1,756558e+001	1,949569e-005
1,756610e+001	1,661372e-005
1,756662e+001	8,815442e-006
1,756713e+001	6,611582e-006
1,756765e+001	9,324025e-006
1,756817e+001	1,813947e-005
1,756869e+001	2,373388e-005
1,756921e+001	1,932616e-005
1,756973e+001	8,306859e-006
1,757025e+001	6,611582e-006
1,757077e+001	1,169741e-005
1,757129e+001	1,068025e-005
1,757181e+001	3,899138e-006
1,757233e+001	4,407721e-006
1,757285e+001	1,339269e-005
1,757337e+001	2,068238e-005
1,757388e+001	2,373388e-005
1,757440e+001	1,847852e-005
1,757492e+001	1,034119e-005
1,757544e+001	9,493552e-006
1,757596e+001	1,373175e-005
1,757648e+001	1,474891e-005
1,757700e+001	1,390127e-005
1,757752e+001	1,525750e-005
1,757804e+001	1,915663e-005
1,757856e+001	2,136049e-005
1,757908e+001	2,220813e-005
1,757960e+001	2,509010e-005
1,758012e+001	2,441199e-005
1,758063e+001	1,440986e-005
1,758115e+001	2,203861e-006
1,758167e+001	1,169741e-005
1,758219e+001	2,136049e-005
1,758271e+001	2,424247e-005
1,758323e+001	2,559869e-005
1,758375e+001	2,322530e-005
1,758427e+001	1,881758e-005
1,758479e+001	1,407080e-005
1,758531e+001	1,017166e-006
1,758583e+001	1,118883e-005
1,758635e+001	2,390341e-005
1,758687e+001	3,543130e-005
1,758738e+001	4,085619e-005
1,758790e+001	3,407508e-005
1,758842e+001	2,288624e-005
1,758894e+001	1,644419e-005
1,758946e+001	1,169741e-005
1,758998e+001	1,864805e-006
1,759050e+001	6,272526e-006
1,759102e+001	1,440986e-005
1,759154e+001	5,848707e-005
1,759206e+001	8,628961e-005
1,759258e+001	8,968017e-005
1,759310e+001	7,950851e-005
1,759362e+001	5,323171e-005
1,759413e+001	2,254719e-005
1,759465e+001	5,763943e-006
1,759517e+001	1,000214e-005
1,759569e+001	3,424460e-005
1,759621e+001	4,492485e-005
1,759673e+001	4,967163e-005
1,759725e+001	5,696132e-005
1,759777e+001	4,424674e-005
1,759829e+001	1,288411e-005
1,759881e+001	1,135836e-005
1,759933e+001	1,983475e-005
1,759985e+001	1,186694e-005
1,760037e+001	3,899138e-006
1,760088e+001	2,390341e-005
1,760140e+001	4,238193e-005
1,760192e+001	3,916091e-005
1,760244e+001	1,729183e-005
1,760296e+001	3,899138e-006
1,760348e+001	1,610514e-005
1,760400e+001	3,068452e-005
1,760452e+001	4,814588e-005
1,760504e+001	5,051926e-005
1,760556e+001	2,831113e-005
1,760608e+001	8,306859e-006
1,760660e+001	4,492485e-005
1,760712e+001	6,187762e-005
1,760763e+001	5,679179e-005
1,760815e+001	4,221241e-005
1,760867e+001	2,983688e-005
1,760919e+001	1,780041e-005
1,760971e+001	2,881972e-006
1,761023e+001	8,984970e-006
1,761075e+001	1,525750e-005
1,761127e+001	1,254505e-005
1,761179e+001	2,373388e-006
1,761231e+001	2,559869e-005
1,761283e+001	4,289052e-005
1,761335e+001	4,509438e-005
1,761387e+001	3,102357e-005
1,761438e+001	1,271458e-005
1,761490e+001	6,781109e-007
1,761542e+001	5,085832e-007
1,761594e+001	5,255360e-006
1,761646e+001	3,729610e-006
1,761698e+001	4,577249e-006
1,761750e+001	7,967803e-006
1,761802e+001	2,542916e-006
1,761854e+001	1,169741e-005
1,761906e+001	9,663081e-006
1,761958e+001	0,000000e+000
1,762010e+001	5,933471e-006
1,762062e+001	1,356222e-006
1,762113e+001	6,611582e-006
1,762165e+001	2,373388e-006
1,762217e+001	5,933471e-006
1,762269e+001	7,120165e-006
1,762321e+001	7,967803e-006
1,762373e+001	9,663081e-006
1,762425e+001	4,916305e-006
1,762477e+001	1,695277e-007
1,762529e+001	4,577249e-006
1,762581e+001	1,864805e-005
1,762633e+001	2,763302e-005
1,762685e+001	2,136049e-005
1,762737e+001	1,034119e-005
1,762788e+001	1,525750e-006
1,762840e+001	4,916305e-006
1,762892e+001	2,203861e-006
1,762944e+001	1,440986e-005
1,762996e+001	3,034546e-005
1,763048e+001	3,000641e-005
1,763100e+001	2,492058e-005
1,763152e+001	1,474891e-005
1,763204e+001	4,407721e-006
1,763256e+001	6,272526e-006
1,763308e+001	1,661372e-005
1,763360e+001	2,593774e-005
1,763412e+001	3,221027e-005
1,763463e+001	3,509224e-005
1,763515e+001	3,170169e-005
1,763567e+001	2,797208e-005
1,763619e+001	2,542916e-005
1,763671e+001	2,186908e-005
1,763723e+001	1,661372e-005
1,763775e+001	1,237552e-005
1,763827e+001	7,967803e-006
1,763879e+001	5,594415e-006
