Label: Vasto lateral direito: EMG 1->Scale->Math Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math [Volts]
3,353192e+000	3,390555e-007
3,353712e+000	3,560082e-006
3,354231e+000	4,068666e-006
3,354750e+000	8,476387e-007
3,355269e+000	8,476387e-007
3,355788e+000	4,238194e-006
3,356308e+000	6,272526e-006
3,356827e+000	9,324025e-006
3,357346e+000	9,154497e-006
3,357865e+000	7,120165e-006
3,358385e+000	3,899138e-006
3,358904e+000	3,390555e-006
3,359423e+000	4,577249e-006
3,359942e+000	6,102998e-006
3,360462e+000	4,577249e-006
3,360981e+000	4,238194e-006
3,361500e+000	6,611582e-006
3,362019e+000	8,476387e-006
3,362538e+000	7,628748e-006
3,363058e+000	6,272526e-006
3,363577e+000	5,933471e-006
3,364096e+000	3,729610e-006
3,364615e+000	3,221027e-006
3,365135e+000	5,255360e-006
3,365654e+000	3,560082e-006
3,366173e+000	4,407721e-006
3,366692e+000	1,000214e-005
3,367212e+000	2,881972e-006
3,367731e+000	5,763943e-006
3,368250e+000	4,238194e-006
3,368769e+000	2,373388e-006
3,369288e+000	3,560082e-006
3,369808e+000	3,560082e-006
3,370327e+000	4,577249e-006
3,370846e+000	2,881972e-006
3,371365e+000	1,695277e-007
3,371885e+000	5,085832e-006
3,372404e+000	1,101930e-005
3,372923e+000	6,611582e-006
3,373442e+000	1,695277e-007
3,373962e+000	1,525750e-006
3,374481e+000	6,781109e-007
3,375000e+000	1,695277e-006
3,375519e+000	4,068666e-006
3,376038e+000	3,221027e-006
3,376558e+000	2,881972e-006
3,377077e+000	4,577249e-006
3,377596e+000	5,255360e-006
3,378115e+000	2,373388e-006
3,378635e+000	2,034333e-006
3,379154e+000	5,085832e-007
3,379673e+000	4,238194e-006
3,380192e+000	6,272526e-006
3,380712e+000	8,476387e-007
3,381231e+000	8,137332e-006
3,381750e+000	1,068025e-005
3,382269e+000	8,984970e-006
3,382788e+000	6,950637e-006
3,383308e+000	7,289692e-006
3,383827e+000	1,000214e-005
3,384346e+000	1,084977e-005
3,384865e+000	9,663081e-006
3,385385e+000	6,950637e-006
3,385904e+000	4,916305e-006
3,386423e+000	1,695277e-006
3,386942e+000	6,781109e-007
3,387462e+000	4,577249e-006
3,387981e+000	5,594415e-006
3,388500e+000	1,525750e-006
3,389019e+000	5,085832e-007
3,389538e+000	1,695277e-006
3,390058e+000	5,085832e-006
3,390577e+000	7,459220e-006
3,391096e+000	6,781110e-006
3,391615e+000	2,373388e-006
3,392135e+000	1,525750e-006
3,392654e+000	3,560082e-006
3,393173e+000	3,221027e-006
3,393692e+000	1,695277e-007
3,394212e+000	1,525750e-006
3,394731e+000	1,695277e-007
3,395250e+000	6,611582e-006
3,395769e+000	1,203647e-005
3,396288e+000	9,832609e-006
3,396808e+000	3,390555e-006
3,397327e+000	2,034333e-006
3,397846e+000	4,577249e-006
3,398365e+000	1,695277e-007
3,398885e+000	2,542916e-006
3,399404e+000	1,525750e-006
3,399923e+000	4,407721e-006
3,400442e+000	1,186694e-005
3,400962e+000	1,271458e-005
3,401481e+000	6,442054e-006
3,402000e+000	4,068666e-006
3,402519e+000	3,729610e-006
3,403038e+000	2,881972e-006
3,403558e+000	1,864805e-006
3,404077e+000	1,695277e-007
3,404596e+000	3,390555e-007
3,405115e+000	8,476387e-007
3,405635e+000	2,542916e-006
3,406154e+000	3,051499e-006
3,406673e+000	1,017166e-006
3,407192e+000	1,186694e-006
3,407712e+000	3,051499e-006
3,408231e+000	6,272526e-006
3,408750e+000	5,594415e-006
3,409269e+000	3,390555e-006
3,409788e+000	3,560082e-006
3,410308e+000	3,729610e-006
3,410827e+000	6,781109e-007
3,411346e+000	4,238194e-006
3,411865e+000	4,916305e-006
3,412385e+000	5,085832e-007
3,412904e+000	4,916305e-006
3,413423e+000	4,577249e-006
3,413942e+000	0,000000e+000
3,414462e+000	2,542916e-006
3,414981e+000	2,203861e-006
3,415500e+000	1,186694e-006
3,416019e+000	1,864805e-006
3,416538e+000	2,542916e-006
3,417058e+000	1,864805e-006
3,417577e+000	2,542916e-006
3,418096e+000	2,712444e-006
3,418615e+000	6,950637e-006
3,419135e+000	8,306859e-006
3,419654e+000	1,152789e-005
3,420173e+000	1,407080e-005
3,420692e+000	1,373175e-005
3,421212e+000	1,034119e-005
3,421731e+000	3,899138e-006
3,422250e+000	1,864805e-006
3,422769e+000	4,068666e-006
3,423288e+000	4,746776e-006
3,423808e+000	3,221027e-006
3,424327e+000	2,034333e-006
3,424846e+000	1,864805e-006
3,425365e+000	3,390555e-007
3,425885e+000	1,695277e-006
3,426404e+000	1,186694e-006
3,426923e+000	5,255360e-006
3,427442e+000	1,864805e-006
3,427962e+000	3,051499e-006
3,428481e+000	4,916305e-006
3,429000e+000	6,781109e-007
3,429519e+000	8,306859e-006
3,430038e+000	1,339269e-005
3,430558e+000	1,542702e-005
3,431077e+000	1,780041e-005
3,431596e+000	1,881758e-005
3,432115e+000	2,136049e-005
3,432635e+000	2,627680e-005
3,433154e+000	2,932830e-005
3,433673e+000	3,000641e-005
3,434192e+000	3,170169e-005
3,434712e+000	3,237980e-005
3,435231e+000	3,017594e-005
3,435750e+000	2,525963e-005
3,436269e+000	1,983475e-005
3,436788e+000	2,458152e-005
3,437308e+000	3,916091e-005
3,437827e+000	5,051926e-005
3,438346e+000	5,492699e-005
3,438865e+000	6,153857e-005
3,439385e+000	7,035401e-005
3,439904e+000	8,289906e-005
3,440423e+000	8,815442e-005
3,440942e+000	8,374670e-005
3,441462e+000	7,476173e-005
3,441981e+000	5,662226e-005
3,442500e+000	3,221027e-005
3,443019e+000	8,476387e-006
3,443538e+000	6,611582e-006
3,444058e+000	2,119097e-005
3,444577e+000	3,712657e-005
3,445096e+000	4,899352e-005
3,445615e+000	5,831754e-005
3,446135e+000	6,543771e-005
3,446654e+000	6,153857e-005
3,447173e+000	4,831541e-005
3,447692e+000	4,933257e-005
3,448212e+000	7,577889e-005
3,448731e+000	1,056158e-004
3,449250e+000	1,154484e-004
3,449769e+000	1,006995e-004
3,450288e+000	6,798062e-005
3,450808e+000	4,322957e-005
3,451327e+000	3,102357e-005
3,451846e+000	2,119097e-005
3,452365e+000	1,830899e-005
3,452885e+000	1,729183e-005
3,453404e+000	1,135836e-005
3,453923e+000	9,324025e-006
3,454442e+000	2,136049e-005
3,454962e+000	2,949782e-005
3,455481e+000	1,474891e-005
3,456000e+000	8,306859e-006
3,456519e+000	1,169741e-005
3,457038e+000	1,796994e-005
3,457558e+000	5,204502e-005
3,458077e+000	4,729824e-005
3,458596e+000	1,271458e-005
3,459115e+000	1,169741e-005
3,459635e+000	1,746136e-005
3,460154e+000	1,644419e-005
3,460673e+000	1,373175e-005
3,461192e+000	1,135836e-005
3,461712e+000	9,663081e-006
3,462231e+000	1,796994e-005
3,462750e+000	2,966735e-005
3,463269e+000	2,119097e-005
3,463788e+000	2,034333e-006
3,464308e+000	7,289692e-006
3,464827e+000	2,881972e-006
3,465346e+000	1,203647e-005
3,465865e+000	1,695277e-007
3,466385e+000	2,949782e-005
3,466904e+000	4,000855e-005
3,467423e+000	2,068238e-005
3,467942e+000	6,781109e-007
3,468462e+000	7,289692e-006
3,468981e+000	1,000214e-005
3,469500e+000	7,967803e-006
3,470019e+000	6,950637e-006
3,470538e+000	2,068238e-005
3,471058e+000	4,187335e-005
3,471577e+000	6,459007e-005
3,472096e+000	7,340551e-005
3,472615e+000	5,916518e-005
3,473135e+000	3,153216e-005
3,473654e+000	1,169741e-005
3,474173e+000	1,017166e-006
3,474692e+000	1,830899e-005
3,475212e+000	4,950210e-005
3,475731e+000	7,374456e-005
3,476250e+000	8,323812e-005
3,476769e+000	8,239048e-005
3,477288e+000	7,069306e-005
3,477808e+000	6,611582e-005
3,478327e+000	7,510078e-005
3,478846e+000	7,543984e-005
3,479365e+000	5,509651e-005
3,479885e+000	2,831113e-005
3,480404e+000	1,508797e-005
3,480923e+000	1,017166e-005
3,481442e+000	3,729610e-006
3,481962e+000	2,305577e-005
3,482481e+000	3,577035e-005
3,483000e+000	3,763515e-005
3,483519e+000	3,407508e-005
3,484038e+000	3,627893e-005
3,484558e+000	4,916304e-005
3,485077e+000	6,492913e-005
3,485596e+000	6,933684e-005
3,486115e+000	6,001282e-005
3,486635e+000	4,933257e-005
3,487154e+000	5,797848e-005
3,487673e+000	7,577889e-005
3,488192e+000	8,289906e-005
3,488712e+000	6,560724e-005
3,489231e+000	2,695491e-005
3,489750e+000	5,594415e-006
3,490269e+000	1,813947e-005
3,490788e+000	2,136049e-005
3,491308e+000	1,525750e-005
3,491827e+000	8,476387e-007
3,492346e+000	6,781110e-006
3,492865e+000	7,798276e-006
3,493385e+000	1,339269e-005
3,493904e+000	2,542916e-005
3,494423e+000	3,916091e-005
3,494942e+000	4,984115e-005
3,495462e+000	4,645060e-005
3,495981e+000	3,373602e-005
3,496500e+000	3,577035e-005
3,497019e+000	5,492699e-005
3,497538e+000	5,984329e-005
3,498058e+000	4,763729e-005
3,498577e+000	4,458579e-005
3,499096e+000	4,407721e-005
3,499615e+000	1,915663e-005
3,500135e+000	1,457938e-005
3,500654e+000	2,932830e-005
3,501173e+000	3,678752e-005
3,501692e+000	4,797635e-005
3,502212e+000	4,441626e-005
3,502731e+000	1,949569e-005
3,503250e+000	3,729610e-006
3,503769e+000	1,237552e-005
3,504288e+000	1,186694e-005
3,504808e+000	3,560082e-006
3,505327e+000	5,594415e-006
3,505846e+000	1,339269e-005
3,506365e+000	1,983475e-005
3,506885e+000	2,102144e-005
3,507404e+000	1,474891e-005
3,507923e+000	6,950637e-006
3,508442e+000	1,186694e-006
3,508962e+000	1,525750e-006
3,509481e+000	8,476387e-007
3,510000e+000	6,611582e-006
3,510519e+000	1,068025e-005
3,511038e+000	1,186694e-005
3,511558e+000	1,305364e-005
3,512077e+000	1,339269e-005
3,512596e+000	1,068025e-005
3,513115e+000	7,289692e-006
3,513635e+000	9,493552e-006
3,514154e+000	6,950637e-006
3,514673e+000	3,221027e-006
3,515192e+000	1,017166e-006
3,515712e+000	1,695277e-006
3,516231e+000	4,238194e-006
3,516750e+000	3,221027e-006
3,517269e+000	5,085832e-006
3,517788e+000	1,034119e-005
3,518308e+000	1,135836e-005
3,518827e+000	6,272526e-006
3,519346e+000	2,881972e-006
3,519865e+000	1,525750e-006
3,520385e+000	4,238194e-006
3,520904e+000	1,271458e-005
3,521423e+000	2,458152e-005
3,521942e+000	3,424460e-005
3,522462e+000	3,644846e-005
3,522981e+000	4,051713e-005
3,523500e+000	4,458579e-005
3,524019e+000	3,865232e-005
3,524538e+000	3,051499e-005
3,525058e+000	3,593988e-005
3,525577e+000	5,424888e-005
3,526096e+000	7,510078e-005
3,526615e+000	9,120592e-005
3,527135e+000	1,066330e-004
3,527654e+000	1,120578e-004
3,528173e+000	9,290120e-005
3,528692e+000	5,509651e-005
3,529212e+000	2,034333e-005
3,529731e+000	1,203647e-005
3,530250e+000	4,322957e-005
3,530769e+000	7,764370e-005
3,531288e+000	9,459648e-005
3,531808e+000	7,984757e-005
3,532327e+000	6,170809e-005
3,532846e+000	6,459007e-005
3,533365e+000	8,086473e-005
3,533885e+000	8,832395e-005
3,534404e+000	7,662654e-005
3,534923e+000	5,577462e-005
3,535442e+000	4,221241e-005
3,535962e+000	3,966949e-005
3,536481e+000	3,644846e-005
3,537000e+000	2,390341e-005
3,537519e+000	6,611582e-006
3,538038e+000	6,102998e-006
3,538558e+000	1,254505e-005
3,539077e+000	1,474891e-005
3,539596e+000	1,610514e-005
3,540115e+000	1,542702e-005
3,540635e+000	1,322316e-005
3,541154e+000	1,373175e-005
3,541673e+000	1,407080e-005
3,542192e+000	1,068025e-005
3,542712e+000	2,203861e-006
3,543231e+000	5,933471e-006
3,543750e+000	1,356222e-006
3,544269e+000	1,254505e-005
3,544788e+000	1,983475e-005
3,545308e+000	1,407080e-005
3,545827e+000	2,881972e-006
3,546346e+000	2,203860e-005
3,546865e+000	2,492058e-005
3,547385e+000	1,186694e-005
3,547904e+000	1,017166e-006
3,548423e+000	8,645915e-006
3,548942e+000	1,576608e-005
3,549462e+000	2,780255e-005
3,549981e+000	3,560082e-005
3,550500e+000	3,102357e-005
3,551019e+000	2,254719e-005
3,551538e+000	1,729183e-005
3,552058e+000	1,576608e-005
3,552577e+000	1,373175e-005
3,553096e+000	6,442054e-006
3,553615e+000	3,390555e-007
3,554135e+000	4,238194e-006
3,554654e+000	3,899138e-006
3,555173e+000	5,933471e-006
3,555692e+000	1,186694e-005
3,556212e+000	1,474891e-005
3,556731e+000	2,525963e-005
3,557250e+000	2,949782e-005
3,557769e+000	1,051072e-005
3,558288e+000	1,949569e-005
3,558808e+000	4,373815e-005
3,559327e+000	5,611368e-005
3,559846e+000	4,933257e-005
3,560365e+000	2,220813e-005
3,560885e+000	6,950637e-006
3,561404e+000	2,017380e-005
3,561923e+000	1,288411e-005
3,562442e+000	0,000000e+000
3,562962e+000	7,628748e-006
3,563481e+000	1,034119e-005
3,564000e+000	5,933471e-006
3,564519e+000	3,051499e-006
3,565038e+000	1,000214e-005
3,565558e+000	8,306859e-006
3,566077e+000	4,916305e-006
3,566596e+000	6,442054e-006
3,567115e+000	8,306859e-006
3,567635e+000	7,967803e-006
3,568154e+000	4,577249e-006
3,568673e+000	1,525750e-006
3,569192e+000	7,967803e-006
3,569712e+000	1,966522e-005
3,570231e+000	2,424247e-005
3,570750e+000	2,339483e-005
3,571269e+000	2,271672e-005
3,571788e+000	2,593774e-005
3,572308e+000	3,000641e-005
3,572827e+000	2,492058e-005
3,573346e+000	1,407080e-005
3,573865e+000	1,864805e-006
3,574385e+000	4,238194e-006
3,574904e+000	2,542916e-006
3,575423e+000	5,085832e-007
3,575942e+000	4,407721e-006
3,576462e+000	1,678325e-005
3,576981e+000	2,407294e-005
3,577500e+000	2,373388e-005
3,578019e+000	2,797208e-005
3,578538e+000	5,051926e-005
3,579058e+000	8,391623e-005
3,579577e+000	1,020557e-004
3,580096e+000	1,110407e-004
3,580615e+000	1,259591e-004
3,581135e+000	1,264677e-004
3,581654e+000	1,123969e-004
3,582173e+000	7,543984e-005
3,582692e+000	1,525750e-006
3,583212e+000	7,645701e-005
3,583731e+000	1,201952e-004
3,584250e+000	1,151093e-004
3,584769e+000	9,103639e-005
3,585288e+000	8,154284e-005
3,585808e+000	8,459434e-005
3,586327e+000	6,357290e-005
3,586846e+000	5,255360e-006
3,587365e+000	5,780896e-005
3,587885e+000	9,985183e-005
3,588404e+000	1,161265e-004
3,588923e+000	9,866514e-005
3,589442e+000	3,407508e-005
3,589962e+000	5,848707e-005
3,590481e+000	1,359612e-004
3,591000e+000	1,598647e-004
3,591519e+000	1,279934e-004
3,592038e+000	9,680034e-005
3,592558e+000	1,000214e-004
3,593077e+000	9,883467e-005
3,593596e+000	6,831968e-005
3,594115e+000	3,746563e-005
3,594635e+000	2,610727e-005
3,595154e+000	2,559869e-005
3,595673e+000	2,644633e-005
3,596192e+000	3,509224e-005
3,596712e+000	4,984115e-005
3,597231e+000	5,730037e-005
3,597750e+000	5,001068e-005
3,598269e+000	3,153216e-005
3,598788e+000	1,068025e-005
3,599308e+000	7,289692e-006
3,599827e+000	1,847852e-005
3,600346e+000	2,390341e-005
3,600865e+000	1,983475e-005
3,601385e+000	6,950637e-006
3,601904e+000	1,864805e-006
3,602423e+000	1,186694e-006
3,602942e+000	5,424887e-006
3,603462e+000	6,781109e-007
3,603981e+000	1,101930e-005
3,604500e+000	1,525750e-005
3,605019e+000	5,255360e-006
3,605538e+000	8,306859e-006
3,606058e+000	1,373175e-005
3,606577e+000	1,373175e-005
3,607096e+000	1,407080e-005
3,607615e+000	1,661372e-005
3,608135e+000	1,780041e-005
3,608654e+000	1,796994e-005
3,609173e+000	2,322530e-005
3,609692e+000	3,288838e-005
3,610212e+000	3,899138e-005
3,610731e+000	3,712657e-005
3,611250e+000	3,204074e-005
3,611769e+000	2,949782e-005
3,612288e+000	2,932830e-005
3,612808e+000	2,966735e-005
3,613327e+000	2,865019e-005
3,613846e+000	2,661586e-005
3,614365e+000	2,593774e-005
3,614885e+000	2,203860e-005
3,615404e+000	1,644419e-005
3,615923e+000	2,119097e-005
3,616442e+000	3,339697e-005
3,616962e+000	3,780468e-005
3,617481e+000	3,644846e-005
3,618000e+000	3,661799e-005
3,618519e+000	3,814374e-005
3,619038e+000	4,085619e-005
3,619558e+000	4,407721e-005
3,620077e+000	5,323171e-005
3,620596e+000	6,882826e-005
3,621115e+000	8,272954e-005
3,621635e+000	9,188404e-005
3,622154e+000	1,034119e-004
3,622673e+000	1,013776e-004
3,623192e+000	7,137117e-005
3,623712e+000	1,915663e-005
3,624231e+000	2,848066e-005
3,624750e+000	5,645274e-005
3,625269e+000	7,001495e-005
3,625788e+000	6,459007e-005
3,626308e+000	4,170382e-005
3,626827e+000	2,085191e-005
3,627346e+000	1,390127e-005
3,627865e+000	2,153002e-005
3,628385e+000	2,932830e-005
3,628904e+000	2,831113e-005
3,629423e+000	2,288624e-005
3,629942e+000	1,915663e-005
3,630462e+000	1,237552e-005
3,630981e+000	3,729610e-006
3,631500e+000	5,933471e-006
3,632019e+000	1,474891e-005
3,632538e+000	2,186908e-005
3,633058e+000	2,814160e-005
3,633577e+000	2,949782e-005
3,634096e+000	2,254719e-005
3,634615e+000	1,780041e-005
3,635135e+000	3,068452e-005
3,635654e+000	4,560296e-005
3,636173e+000	3,068452e-005
3,636692e+000	3,560082e-006
3,637212e+000	2,441199e-005
3,637731e+000	2,119097e-005
3,638250e+000	1,000214e-005
3,638769e+000	1,576608e-005
3,639288e+000	3,102357e-005
3,639808e+000	3,339697e-005
3,640327e+000	2,763302e-005
3,640846e+000	4,119524e-005
3,641365e+000	6,645488e-005
3,641885e+000	8,052568e-005
3,642404e+000	7,815229e-005
3,642923e+000	6,815015e-005
3,643442e+000	5,916518e-005
3,643962e+000	4,729824e-005
3,644481e+000	4,136477e-005
3,645000e+000	3,695704e-005
3,645519e+000	3,305791e-005
3,646038e+000	3,661799e-005
3,646558e+000	3,543130e-005
3,647077e+000	2,153002e-005
3,647596e+000	5,255360e-006
3,648115e+000	1,000214e-005
3,648635e+000	2,983688e-005
3,649154e+000	5,441840e-005
3,649673e+000	6,323384e-005
3,650192e+000	4,577249e-005
3,650712e+000	2,254719e-005
3,651231e+000	2,373388e-006
3,651750e+000	1,712230e-005
3,652269e+000	1,424033e-005
3,652788e+000	2,322530e-005
3,653308e+000	6,815015e-005
3,653827e+000	8,984969e-005
3,654346e+000	8,256001e-005
3,654865e+000	6,628535e-005
3,655385e+000	4,933257e-005
3,655904e+000	1,644419e-005
3,656423e+000	2,627680e-005
3,656942e+000	3,831327e-005
3,657462e+000	1,474891e-005
3,657981e+000	1,000214e-005
3,658500e+000	1,813947e-005
3,659019e+000	2,322530e-005
3,659538e+000	3,085404e-005
3,660058e+000	2,186908e-005
3,660577e+000	5,933471e-006
3,661096e+000	7,289692e-006
3,661615e+000	1,729183e-005
3,662135e+000	1,813947e-005
3,662654e+000	1,712230e-005
3,663173e+000	8,306859e-006
3,663692e+000	1,864805e-006
3,664212e+000	5,255360e-006
3,664731e+000	6,611582e-006
3,665250e+000	5,933471e-006
3,665769e+000	6,611582e-006
3,666288e+000	5,424887e-006
3,666808e+000	5,085832e-007
3,667327e+000	9,832609e-006
3,667846e+000	1,000214e-005
3,668365e+000	4,916305e-006
3,668885e+000	7,628748e-006
3,669404e+000	1,186694e-005
3,669923e+000	1,186694e-005
3,670442e+000	1,407080e-005
3,670962e+000	1,576608e-005
3,671481e+000	1,424033e-005
3,672000e+000	1,237552e-005
3,672519e+000	9,663081e-006
3,673038e+000	9,663081e-006
3,673558e+000	1,220600e-005
3,674077e+000	1,407080e-005
3,674596e+000	1,593561e-005
3,675115e+000	1,576608e-005
3,675635e+000	5,933471e-006
3,676154e+000	5,594415e-006
3,676673e+000	9,154497e-006
3,677192e+000	7,289692e-006
3,677712e+000	5,933471e-006
3,678231e+000	2,542916e-006
3,678750e+000	2,881972e-006
3,679269e+000	5,594415e-006
3,679788e+000	5,255360e-006
3,680308e+000	3,221027e-006
3,680827e+000	1,864805e-006
3,681346e+000	4,577249e-006
3,681865e+000	1,017166e-006
3,682385e+000	5,085832e-007
3,682904e+000	1,864805e-006
3,683423e+000	1,525750e-006
3,683942e+000	6,950637e-006
3,684462e+000	5,594415e-006
3,684981e+000	5,085832e-007
3,685500e+000	1,186694e-006
3,686019e+000	3,899138e-006
3,686538e+000	1,525750e-006
3,687058e+000	3,051499e-006
3,687577e+000	4,238194e-006
3,688096e+000	5,085832e-006
3,688615e+000	5,763943e-006
3,689135e+000	5,933471e-006
3,689654e+000	3,560082e-006
3,690173e+000	4,238194e-006
3,690692e+000	2,881972e-006
3,691212e+000	1,017166e-006
3,691731e+000	1,017166e-006
3,692250e+000	3,390555e-007
3,692769e+000	5,594415e-006
3,693288e+000	1,000214e-005
3,693808e+000	8,984970e-006
3,694327e+000	1,695277e-007
3,694846e+000	8,645915e-006
3,695365e+000	1,271458e-005
3,695885e+000	1,305364e-005
3,696404e+000	6,611582e-006
3,696923e+000	5,594415e-006
3,697442e+000	1,305364e-005
3,697962e+000	1,169741e-005
3,698481e+000	1,440986e-005
3,699000e+000	2,407294e-005
3,699519e+000	3,204074e-005
3,700038e+000	3,085404e-005
3,700558e+000	1,813947e-005
3,701077e+000	7,459220e-006
3,701596e+000	6,272526e-006
3,702115e+000	7,628748e-006
3,702635e+000	8,984970e-006
3,703154e+000	1,000214e-005
3,703673e+000	1,118883e-005
3,704192e+000	1,288411e-005
3,704712e+000	1,474891e-005
3,705231e+000	1,305364e-005
3,705750e+000	6,950637e-006
3,706269e+000	1,017166e-006
3,706788e+000	5,594415e-006
3,707308e+000	6,102998e-006
3,707827e+000	5,255360e-006
3,708346e+000	7,628748e-006
3,708865e+000	1,339269e-005
3,709385e+000	1,610514e-005
3,709904e+000	1,491844e-005
3,710423e+000	1,101930e-005
3,710942e+000	6,950637e-006
3,711462e+000	6,272526e-006
3,711981e+000	5,933471e-006
3,712500e+000	1,695277e-007
3,713019e+000	5,085832e-006
3,713538e+000	9,154497e-006
3,714058e+000	1,407080e-005
3,714577e+000	1,813947e-005
3,715096e+000	1,813947e-005
3,715615e+000	1,068025e-005
3,716135e+000	2,373388e-006
3,716654e+000	4,407721e-006
3,717173e+000	8,306859e-006
3,717692e+000	5,933471e-006
3,718212e+000	6,781109e-007
3,718731e+000	1,186694e-006
3,719250e+000	1,525750e-006
3,719769e+000	3,221027e-006
3,720288e+000	1,017166e-006
3,720808e+000	1,695277e-006
3,721327e+000	5,085832e-007
3,721846e+000	1,525750e-006
3,722365e+000	4,238194e-006
3,722885e+000	7,289692e-006
3,723404e+000	7,289692e-006
3,723923e+000	7,120165e-006
3,724442e+000	6,950637e-006
3,724962e+000	5,594415e-006
3,725481e+000	2,034333e-006
3,726000e+000	1,525750e-006
3,726519e+000	2,203861e-006
3,727038e+000	2,203861e-006
3,727558e+000	2,203861e-006
3,728077e+000	1,695277e-007
3,728596e+000	3,729610e-006
3,729115e+000	1,186694e-005
3,729635e+000	1,746136e-005
3,730154e+000	1,457938e-005
3,730673e+000	6,272526e-006
3,731192e+000	1,695277e-007
3,731712e+000	1,017166e-006
3,732231e+000	1,186694e-006
3,732750e+000	1,695277e-007
3,733269e+000	8,476387e-007
3,733788e+000	1,525750e-006
3,734308e+000	1,356222e-006
3,734827e+000	2,203861e-006
3,735346e+000	2,542916e-006
3,735865e+000	6,781110e-006
3,736385e+000	9,493552e-006
3,736904e+000	7,120165e-006
3,737423e+000	2,881972e-006
3,737942e+000	1,864805e-006
3,738462e+000	1,017166e-006
3,738981e+000	8,476387e-007
3,739500e+000	3,221027e-006
3,740019e+000	7,289692e-006
3,740538e+000	8,476387e-006
3,741058e+000	6,611582e-006
3,741577e+000	9,154497e-006
3,742096e+000	1,068025e-005
3,742615e+000	6,272526e-006
3,743135e+000	3,051499e-006
3,743654e+000	4,577249e-006
3,744173e+000	7,798276e-006
3,744692e+000	9,324025e-006
3,745212e+000	7,967803e-006
3,745731e+000	6,102998e-006
3,746250e+000	6,611582e-006
3,746769e+000	6,950637e-006
3,747288e+000	6,611582e-006
3,747808e+000	4,746776e-006
3,748327e+000	2,542916e-006
3,748846e+000	5,085832e-007
3,749365e+000	3,899138e-006
3,749885e+000	8,815442e-006
3,750404e+000	1,237552e-005
3,750923e+000	1,135836e-005
3,751442e+000	1,118883e-005
3,751962e+000	1,373175e-005
3,752481e+000	1,186694e-005
3,753000e+000	5,763943e-006
3,753519e+000	4,916305e-006
3,754038e+000	8,137332e-006
3,754558e+000	1,135836e-005
3,755077e+000	1,068025e-005
3,755596e+000	6,950637e-006
3,756115e+000	4,407721e-006
3,756635e+000	3,729610e-006
3,757154e+000	4,238194e-006
3,757673e+000	3,560082e-006
3,758192e+000	3,899138e-006
3,758712e+000	6,102998e-006
3,759231e+000	8,815442e-006
3,759750e+000	7,628748e-006
3,760269e+000	1,186694e-006
3,760788e+000	5,085832e-006
3,761308e+000	9,324025e-006
3,761827e+000	1,068025e-005
3,762346e+000	1,000214e-005
3,762865e+000	8,306859e-006
3,763385e+000	4,238194e-006
3,763904e+000	1,864805e-006
3,764423e+000	1,695277e-006
3,764942e+000	5,085832e-007
3,765462e+000	1,525750e-006
3,765981e+000	0,000000e+000
3,766500e+000	3,051499e-006
3,767019e+000	6,950637e-006
3,767538e+000	7,967803e-006
3,768058e+000	3,899138e-006
3,768577e+000	8,476387e-007
3,769096e+000	8,476387e-007
3,769615e+000	4,746776e-006
3,770135e+000	6,950637e-006
3,770654e+000	3,560082e-006
3,771173e+000	3,899138e-006
3,771692e+000	7,120165e-006
3,772212e+000	5,255360e-006
3,772731e+000	5,255360e-006
3,773250e+000	8,984970e-006
3,773769e+000	9,832609e-006
3,774288e+000	4,746776e-006
3,774808e+000	0,000000e+000
3,775327e+000	1,356222e-006
3,775846e+000	1,186694e-006
3,776365e+000	1,864805e-006
3,776885e+000	2,203861e-006
3,777404e+000	1,525750e-006
3,777923e+000	4,577249e-006
3,778442e+000	9,154497e-006
3,778962e+000	1,390127e-005
3,779481e+000	1,440986e-005
3,780000e+000	1,135836e-005
3,780519e+000	7,289692e-006
3,781038e+000	6,272526e-006
3,781558e+000	7,289692e-006
3,782077e+000	7,628748e-006
3,782596e+000	6,950637e-006
3,783115e+000	6,102998e-006
3,783635e+000	5,424887e-006
3,784154e+000	4,407721e-006
3,784673e+000	3,221027e-006
3,785192e+000	3,560082e-006
3,785712e+000	4,916305e-006
3,786231e+000	1,695277e-007
3,786750e+000	6,102998e-006
3,787269e+000	3,899138e-006
3,787788e+000	2,542916e-006
3,788308e+000	4,916305e-006
3,788827e+000	5,255360e-006
3,789346e+000	4,068666e-006
3,789865e+000	3,899138e-006
3,790385e+000	6,950637e-006
3,790904e+000	8,306859e-006
3,791423e+000	5,594415e-006
3,791942e+000	3,899138e-006
3,792462e+000	2,373388e-006
3,792981e+000	1,017166e-006
3,793500e+000	0,000000e+000
3,794019e+000	8,476387e-007
3,794538e+000	4,238194e-006
3,795058e+000	7,628748e-006
3,795577e+000	7,628748e-006
3,796096e+000	8,645915e-006
3,796615e+000	1,051072e-005
3,797135e+000	6,781110e-006
3,797654e+000	5,255360e-006
3,798173e+000	7,628748e-006
3,798692e+000	1,373175e-005
3,799212e+000	1,847852e-005
3,799731e+000	1,763088e-005
3,800250e+000	1,695277e-005
3,800769e+000	1,830899e-005
3,801288e+000	1,949569e-005
3,801808e+000	1,644419e-005
3,802327e+000	1,305364e-005
3,802846e+000	1,440986e-005
3,803365e+000	1,847852e-005
